#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 851200      2.74e+00    6.35e+00      6.55e-02    2.20e-01      1.18e-01    1.77e-01    5.6e-08
 851300      2.14e+00    1.47e+00      4.70e-02    5.70e-02      9.19e-02    5.95e-02    5.6e-08
 851400      2.00e+00    2.28e+00      8.09e-02    7.06e-02      8.15e-02    9.58e-02    5.6e-08
 851500      1.89e+00    3.20e+00      2.83e-02    1.50e-04      8.28e-02    1.43e-01    5.6e-08
 851600      2.51e+00    1.43e+00      2.22e-02    1.66e-03      1.11e-01    6.39e-02    5.6e-08
 851700      1.86e+00    1.96e+00      5.42e-02    8.13e-02      7.76e-02    7.76e-02    5.6e-08
 851800      2.29e+00    2.49e+00      3.86e-02    2.28e-03      9.87e-02    1.11e-01    5.6e-08
 851900      2.18e+00    1.78e+00      1.97e-02    9.06e-02      9.65e-02    7.29e-02    5.6e-08
 852000      2.22e+00    1.72e+00      6.89e-02    7.28e-02      9.26e-02    6.79e-02    5.6e-08
 852100      1.62e+00    2.28e+00      4.71e-02    1.27e-01      6.73e-02    9.15e-02    5.6e-08
 852200      2.69e+00    1.44e+00      4.39e-02    2.87e-03      1.18e-01    6.44e-02    5.6e-08
 852300      2.55e+00    1.76e+00      6.91e-03    7.88e-02      1.14e-01    6.84e-02    5.6e-08
 852400      2.62e+00    2.35e+00      7.44e-02    5.59e-02      1.11e-01    9.86e-02    5.6e-08
 852500      2.15e+00    1.62e+00      7.23e-02    7.74e-03      8.99e-02    7.23e-02    5.6e-08
 852600      1.97e+00    1.61e+00      4.28e-02    6.10e-02      8.47e-02    6.03e-02    5.6e-08
 852700      2.05e+00    1.47e+00      6.79e-02    9.50e-04      8.52e-02    6.58e-02    5.6e-08
 852800      2.42e+00    2.13e+00      4.49e-02    8.21e-02      1.05e-01    8.63e-02    5.6e-08
 852900      2.32e+00    1.90e+00      2.42e-02    7.12e-02      1.02e-01    7.72e-02    5.6e-08
 853000      2.17e+00    1.41e+00      6.40e-02    8.56e-03      9.14e-02    6.28e-02    5.6e-08
 853100      5.27e+00    3.30e+00      1.82e-01    1.85e-03      1.59e-01    1.48e-01    5.6e-08
 853200      2.66e+00    2.00e+00      4.50e-02    8.43e-02      1.15e-01    7.88e-02    5.6e-08
 853300      2.09e+00    1.63e+00      5.58e-02    4.24e-02      8.79e-02    6.98e-02    5.6e-08
 853400      1.88e+00    2.05e+00      6.03e-02    1.25e-01      7.86e-02    8.06e-02    5.6e-08
 853500      1.86e+00    1.90e+00      3.89e-02    7.61e-02      8.05e-02    7.61e-02    5.6e-08
 853600      1.92e+00    2.92e+00      6.18e-02    1.48e-03      7.78e-02    1.31e-01    5.6e-08
 853700      2.52e+00    1.68e+00      8.12e-02    6.03e-02      1.06e-01    6.42e-02    5.6e-08
 853800      2.11e+00    2.03e+00      4.47e-02    7.22e-02      9.08e-02    8.35e-02    5.6e-08
 853900      1.85e+00    1.51e+00      6.18e-02    1.18e-03      7.35e-02    6.77e-02    5.6e-08
 854000      2.07e+00    2.17e+00      7.38e-02    7.49e-02      8.51e-02    8.98e-02    5.6e-08
 854100      2.12e+00    2.34e+00      4.12e-02    5.48e-02      9.28e-02    1.01e-01    5.6e-08
 854200      1.88e+00    1.71e+00      4.95e-02    5.02e-03      7.89e-02    7.65e-02    5.6e-08
 854300      1.69e+00    1.74e+00      2.72e-02    6.20e-02      7.23e-02    7.16e-02    5.6e-08
 854400      2.23e+00    2.43e+00      4.97e-02    6.22e-02      9.46e-02    1.04e-01    5.6e-08
 854500      2.22e+00    1.78e+00      2.61e-02    4.19e-02      9.57e-02    7.71e-02    5.6e-08
 854600      1.94e+00    1.74e+00      4.71e-02    4.15e-02      8.02e-02    7.51e-02    5.6e-08
 854700      3.20e+00    3.00e+00      4.69e-02    6.75e-02      1.41e-01    1.30e-01    5.6e-08
 854800      2.11e+00    3.04e+00      2.97e-02    3.53e-03      9.28e-02    1.36e-01    5.6e-08
 854900      2.16e+00    1.91e+00      6.62e-02    8.04e-02      9.07e-02    7.56e-02    5.6e-08
 855000      4.93e+00    2.23e+00      1.75e-01    8.53e-02      1.45e-01    9.51e-02    5.6e-08
 855100      2.03e+00    2.57e+00      5.41e-02    3.54e-02      8.61e-02    1.14e-01    5.6e-08
 855200      2.58e+00    1.67e+00      2.77e-02    6.56e-02      1.13e-01    6.72e-02    5.6e-08
 855300      2.32e+00    2.41e+00      5.59e-02    5.55e-02      9.98e-02    1.02e-01    5.6e-08
 855400      1.95e+00    1.66e+00      8.30e-02    6.63e-02      7.82e-02    6.64e-02    5.6e-08
 855500      2.18e+00    1.42e+00      7.02e-02    5.74e-02      9.11e-02    5.69e-02    5.6e-08
 855600      2.36e+00    1.68e+00      5.42e-02    8.96e-02      1.03e-01    6.82e-02    5.6e-08
 855700      1.70e+00    3.00e+00      4.45e-02    3.90e-03      7.15e-02    1.34e-01    5.6e-08
 855800      4.75e+00    2.72e+00      1.56e-01    3.48e-03      1.46e-01    1.22e-01    5.6e-08
 855900      5.01e+00    1.81e+00      1.82e-01    6.30e-02      1.43e-01    6.99e-02    5.6e-08
 856000      2.43e+00    2.16e+00      5.40e-02    7.14e-02      1.02e-01    8.99e-02    5.6e-08
 856100      2.68e+00    2.31e+00      5.03e-02    6.07e-05      1.15e-01    1.03e-01    5.6e-08
 856200      2.00e+00    1.60e+00      4.38e-02    7.38e-03      8.46e-02    7.17e-02    5.6e-08
 856300      5.31e+00    1.66e+00      1.60e-01    5.77e-02      1.72e-01    6.87e-02    5.6e-08
 856400      1.62e+00    2.43e+00      4.13e-02    4.60e-02      6.81e-02    1.06e-01    5.6e-08
 856500      1.96e+00    1.99e+00      6.35e-02    4.90e-03      8.15e-02    8.90e-02    5.6e-08
 856600      2.17e+00    2.99e+00      8.62e-02    5.76e-02      9.06e-02    1.31e-01    5.6e-08
 856700      2.94e+00    1.77e+00      6.31e-02    6.70e-02      1.26e-01    7.18e-02    5.6e-08
 856800      2.17e+00    2.01e+00      4.43e-02    5.26e-02      9.21e-02    8.59e-02    5.6e-08
 856900      4.83e+00    1.35e+00      1.60e-01    6.88e-03      1.39e-01    6.01e-02    5.6e-08
 857000      2.32e+00    3.36e+00      6.50e-02    4.28e-02      9.83e-02    1.48e-01    5.6e-08
 857100      1.97e+00    1.64e+00      7.00e-02    7.44e-03      8.09e-02    7.34e-02    5.6e-08
 857200      1.84e+00    1.80e+00      4.77e-02    6.12e-02      7.68e-02    7.01e-02    5.6e-08
 857300      2.59e+00    2.52e+00      2.05e-02    8.50e-02      1.13e-01    1.09e-01    5.6e-08
 857400      2.44e+00    3.22e+00      2.50e-02    6.78e-02      1.08e-01    1.40e-01    5.6e-08
 857500      2.18e+00    1.53e+00      4.05e-02    5.94e-02      9.51e-02    6.19e-02    5.6e-08
 857600      2.65e+00    2.23e+00      6.02e-02    9.51e-02      1.14e-01    9.37e-02    5.6e-08
 857700      2.34e+00    2.84e+00      4.60e-02    6.17e-03      1.02e-01    1.27e-01    5.6e-08
 857800      1.99e+00    2.37e+00      6.05e-02    6.57e-02      8.22e-02    1.01e-01    5.6e-08
 857900      1.69e+00    2.78e+00      6.97e-02    5.30e-02      6.82e-02    1.21e-01    5.6e-08
 858000      2.09e+00    1.79e+00      4.45e-02    6.45e-04      9.06e-02    8.02e-02    5.6e-08
 858100      2.42e+00    3.13e+00      5.07e-02    6.57e-02      1.05e-01    1.36e-01    5.6e-08
 858200      1.64e+00    1.94e+00      4.69e-03    7.96e-02      7.34e-02    7.74e-02    5.6e-08
 858300      2.35e+00    1.70e+00      6.95e-02    5.91e-02      9.94e-02    7.04e-02    5.6e-08
 858400      2.03e+00    1.41e+00      4.64e-02    7.85e-03      8.66e-02    6.30e-02    5.6e-08
 858500      2.75e+00    1.97e+00      5.19e-02    5.66e-02      1.19e-01    8.33e-02    5.6e-08
 858600      1.99e+00    2.86e+00      4.32e-02    8.98e-03      8.42e-02    1.28e-01    5.6e-08
 858700      1.95e+00    2.58e+00      3.98e-02    1.10e-03      8.30e-02    1.16e-01    5.6e-08
 858800      1.54e+00    2.01e+00      4.18e-02    4.16e-02      6.43e-02    8.75e-02    5.6e-08
 858900      2.29e+00    3.25e+00      4.66e-02    6.20e-02      9.61e-02    1.42e-01    5.6e-08
 859000      2.50e+00    1.54e+00      4.70e-02    4.06e-02      1.07e-01    6.59e-02    5.6e-08
 859100      2.09e+00    2.45e+00      4.55e-02    7.41e-02      8.93e-02    1.03e-01    5.6e-08
 859200      1.90e+00    1.60e+00      7.44e-02    4.94e-03      7.65e-02    7.16e-02    5.6e-08
 859300      2.58e+00    2.13e+00      4.81e-02    8.74e-02      1.12e-01    8.45e-02    5.6e-08
 859400      2.13e+00    1.62e+00      4.98e-02    7.27e-02      9.14e-02    6.27e-02    5.6e-08
 859500      2.15e+00    1.64e+00      4.59e-02    5.43e-03      9.21e-02    7.32e-02    5.6e-08
 859600      2.19e+00    2.20e+00      7.18e-02    1.28e-01      8.95e-02    8.77e-02    5.6e-08
 859700      2.01e+00    1.66e+00      5.53e-02    4.07e-02      8.29e-02    7.14e-02    5.6e-08
 859800      2.48e+00    2.93e+00      5.39e-02    6.65e-02      1.07e-01    1.27e-01    5.6e-08
 859900      2.81e+00    2.99e+00      7.04e-02    6.72e-02      1.20e-01    1.29e-01    5.6e-08
 860000      2.07e+00    1.62e+00      6.47e-02    7.05e-03      8.51e-02    7.22e-02    5.6e-08
 860100      1.53e+00    1.69e+00      2.39e-02    8.94e-02      6.59e-02    6.88e-02    5.6e-08
 860200      2.48e+00    1.82e+00      5.93e-02    5.19e-03      1.05e-01    8.13e-02    5.6e-08
 860300      1.90e+00    1.43e+00      6.88e-02    8.48e-05      7.86e-02    6.37e-02    5.6e-08
 860400      2.18e+00    2.40e+00      5.16e-02    8.69e-02      9.36e-02    9.81e-02    5.6e-08
 860500      2.57e+00    1.65e+00      4.50e-02    5.72e-02      1.11e-01    6.82e-02    5.6e-08
 860600      2.82e+00    1.64e+00      3.77e-02    6.71e-02      1.24e-01    6.51e-02    5.6e-08
 860700      2.48e+00    2.67e+00      6.73e-02    7.89e-02      1.06e-01    1.13e-01    5.6e-08
 860800      5.15e+00    2.27e+00      1.81e-01    8.73e-02      1.37e-01    9.68e-02    5.6e-08
 860900      6.00e+00    2.75e+00      2.01e-01    6.58e-02      1.75e-01    1.18e-01    5.6e-08
 861000      2.07e+00    3.29e+00      4.18e-02    5.97e-03      8.80e-02    1.47e-01    5.6e-08
 861100      2.33e+00    2.68e+00      7.01e-02    3.08e-03      9.85e-02    1.20e-01    5.6e-08
 861200      2.05e+00    1.75e+00      7.46e-02    6.83e-02      8.48e-02    7.05e-02    5.6e-08
 861300      1.78e+00    1.84e+00      5.74e-02    6.02e-02      7.14e-02    7.24e-02    5.6e-08
 861400      2.24e+00    1.59e+00      7.20e-02    1.80e-03      9.47e-02    7.10e-02    5.6e-08
 861500      2.19e+00    2.13e+00      4.50e-02    7.57e-02      9.45e-02    8.76e-02    5.6e-08
 861600      2.38e+00    1.73e+00      5.98e-02    7.23e-02      1.03e-01    6.84e-02    5.6e-08
 861700      2.25e+00    2.40e+00      7.61e-02    6.88e-02      9.34e-02    1.02e-01    5.6e-08
 861800      2.13e+00    2.10e+00      7.17e-02    5.41e-02      8.62e-02    8.99e-02    5.6e-08
 861900      2.53e+00    2.36e+00      6.12e-02    5.56e-02      1.09e-01    1.02e-01    5.6e-08
 862000      2.31e+00    1.82e+00      4.46e-02    7.80e-02      9.99e-02    7.17e-02    5.6e-08
 862100      2.30e+00    1.82e+00      6.70e-02    8.92e-02      9.68e-02    7.49e-02    5.6e-08
 862200      5.11e+00    2.35e+00      1.82e-01    5.58e-02      1.44e-01    9.85e-02    5.6e-08
 862300      2.19e+00    3.07e+00      3.06e-02    1.01e-04      9.58e-02    1.37e-01    5.6e-08
 862400      2.37e+00    2.43e+00      2.16e-02    6.38e-02      1.05e-01    1.04e-01    5.6e-08
 862500      2.58e+00    1.84e+00      4.14e-02    5.95e-02      1.13e-01    7.70e-02    5.6e-08
 862600      2.55e+00    2.00e+00      6.91e-02    8.20e-02      1.10e-01    7.99e-02    5.6e-08
 862700      1.81e+00    1.44e+00      6.47e-02    5.61e-02      7.50e-02    5.79e-02    5.6e-08
 862800      2.00e+00    2.11e+00      6.70e-02    5.60e-02      8.29e-02    9.04e-02    5.6e-08
 862900      2.18e+00    2.13e+00      4.22e-02    5.84e-02      9.30e-02    8.76e-02    5.6e-08
 863000      2.86e+00    1.96e+00      1.31e-02    8.19e-02      1.27e-01    7.78e-02    5.6e-08
 863100      2.63e+00    2.65e+00      3.07e-02    9.00e-02      1.14e-01    1.09e-01    5.6e-08
 863200      1.95e+00    2.41e+00      3.11e-02    9.24e-02      8.20e-02    1.03e-01    5.6e-08
 863300      1.90e+00    1.88e+00      5.71e-02    6.37e-02      8.07e-02    7.78e-02    5.6e-08
 863400      1.87e+00    1.95e+00      8.46e-02    7.25e-02      7.40e-02    7.92e-02    5.6e-08
 863500      2.14e+00    1.69e+00      4.57e-02    4.30e-02      9.28e-02    7.27e-02    5.6e-08
 863600      2.95e+00    1.90e+00      3.22e-02    5.36e-02      1.31e-01    7.77e-02    5.6e-08
 863700      2.44e+00    2.60e+00      5.95e-02    3.75e-02      1.05e-01    1.15e-01    5.6e-08
 863800      2.08e+00    2.02e+00      4.72e-02    8.18e-02      8.77e-02    8.07e-02    5.6e-08
 863900      2.35e+00    2.17e+00      5.78e-02    6.73e-02      1.02e-01    9.13e-02    5.6e-08
 864000      2.33e+00    2.19e+00      6.75e-02    5.85e-02      9.83e-02    9.36e-02    5.6e-08
 864100      1.89e+00    2.80e+00      8.15e-02    6.72e-03      7.44e-02    1.25e-01    5.6e-08
 864200      2.46e+00    2.67e+00      4.74e-02    7.99e-02      1.07e-01    1.13e-01    5.6e-08
 864300      1.72e+00    1.96e+00      5.84e-02    5.74e-02      7.11e-02    8.30e-02    5.6e-08
 864400      2.32e+00    2.30e+00      4.43e-02    7.51e-02      9.99e-02    9.60e-02    5.6e-08
 864500      4.75e+00    1.51e+00      1.59e-01    6.31e-02      1.37e-01    5.98e-02    5.6e-08
 864600      2.13e+00    1.82e+00      6.14e-02    1.22e-01      8.87e-02    6.92e-02    5.6e-08
 864700      2.04e+00    1.60e+00      2.69e-02    9.61e-02      8.88e-02    6.29e-02    5.6e-08
 864800      2.91e+00    2.31e+00      4.90e-02    5.99e-02      1.27e-01    9.90e-02    5.6e-08
 864900      2.60e+00    2.27e+00      5.10e-02    5.86e-02      1.12e-01    9.41e-02    5.6e-08
 865000      2.25e+00    3.22e+00      5.47e-02    4.12e-02      9.59e-02    1.42e-01    5.6e-08
 865100      1.74e+00    1.85e+00      2.91e-02    8.15e-02      7.46e-02    7.20e-02    5.6e-08
 865200      2.80e+00    2.78e+00      6.38e-02    6.44e-02      1.20e-01    1.20e-01    5.6e-08
 865300      5.34e+00    1.84e+00      1.84e-01    6.15e-02      1.60e-01    7.21e-02    5.6e-08
 865400      2.02e+00    1.74e+00      8.27e-02    6.41e-02      8.21e-02    7.12e-02    5.6e-08
 865500      2.02e+00    1.83e+00      5.17e-02    7.39e-02      8.67e-02    7.30e-02    5.6e-08
 865600      1.88e+00    2.07e+00      1.86e-02    5.78e-02      8.29e-02    8.79e-02    5.6e-08
 865700      1.72e+00    1.39e+00      4.94e-02    6.19e-02      7.20e-02    5.39e-02    5.6e-08
 865800      2.23e+00    2.37e+00      8.30e-02    7.59e-02      9.18e-02    9.89e-02    5.6e-08
 865900      1.80e+00    2.22e+00      4.72e-02    7.58e-02      7.57e-02    9.17e-02    5.6e-08
 866000      1.92e+00    1.79e+00      6.32e-02    2.77e-03      7.76e-02    8.02e-02    5.6e-08
 866100      2.19e+00    3.12e+00      4.42e-02    3.36e-02      9.32e-02    1.38e-01    5.6e-08
 866200      1.65e+00    3.29e+00      2.44e-02    4.97e-03      7.21e-02    1.47e-01    5.6e-08
 866300      2.51e+00    1.65e+00      5.63e-02    7.59e-03      1.08e-01    7.36e-02    5.6e-08
 866400      2.32e+00    1.80e+00      2.52e-02    5.68e-02      1.03e-01    7.53e-02    5.6e-08
 866500      3.15e+00    1.57e+00      2.18e-02    6.56e-02      1.39e-01    6.22e-02    5.6e-08
 866600      2.77e+00    1.58e+00      5.15e-02    6.74e-03      1.20e-01    7.06e-02    5.6e-08
 866700      2.00e+00    1.67e+00      4.55e-02    9.79e-05      8.36e-02    7.48e-02    5.6e-08
 866800      4.51e+00    1.97e+00      1.60e-01    5.81e-02      1.29e-01    8.35e-02    5.6e-08
 866900      2.38e+00    1.57e+00      4.45e-02    5.90e-02      1.03e-01    6.38e-02    5.6e-08
 867000      2.41e+00    3.20e+00      7.47e-02    1.67e-03      1.01e-01    1.43e-01    5.6e-08
 867100      5.15e+00    2.36e+00      1.56e-01    7.20e-02      1.59e-01    9.95e-02    5.6e-08
 867200      1.97e+00    2.42e+00      6.43e-02    9.27e-02      8.27e-02    1.03e-01    5.6e-08
 867300      1.88e+00    2.11e+00      2.62e-02    7.54e-02      8.24e-02    8.67e-02    5.6e-08
 867400      2.04e+00    3.05e+00      8.06e-02    9.26e-02      8.10e-02    1.33e-01    5.6e-08
 867500      2.15e+00    1.85e+00      6.19e-02    6.13e-02      8.95e-02    7.25e-02    5.6e-08
 867600      2.05e+00    2.99e+00      7.61e-02    5.92e-03      8.36e-02    1.34e-01    5.6e-08
 867700      1.52e+00    2.72e+00      7.19e-02    8.62e-02      5.94e-02    1.14e-01    5.6e-08
 867800      2.36e+00    2.48e+00      2.66e-02    7.57e-02      1.03e-01    1.04e-01    5.6e-08
 867900      3.03e+00    1.65e+00      3.49e-02    8.80e-02      1.34e-01    6.68e-02    5.6e-08
 868000      2.11e+00    2.13e+00      4.68e-02    7.54e-02      9.07e-02    8.77e-02    5.6e-08
 868100      1.94e+00    2.15e+00      6.67e-02    9.33e-02      7.79e-02    9.06e-02    5.6e-08
 868200      2.45e+00    1.98e+00      7.77e-02    9.55e-02      1.03e-01    8.19e-02    5.6e-08
 868300      5.06e+00    3.47e+00      1.60e-01    5.88e-02      1.51e-01    1.52e-01    5.6e-08
 868400      2.23e+00    2.33e+00      5.28e-02    7.85e-02      9.32e-02    9.69e-02    5.6e-08
 868500      2.22e+00    1.73e+00      7.84e-02    6.82e-02      9.26e-02    6.97e-02    5.6e-08
 868600      4.64e+00    1.90e+00      1.69e-01    2.90e-03      1.27e-01    8.50e-02    5.6e-08
 868700      2.25e+00    1.65e+00      6.05e-02    4.29e-02      9.51e-02    7.05e-02    5.6e-08
 868800      2.13e+00    1.99e+00      4.96e-02    5.56e-02      9.08e-02    8.47e-02    5.6e-08
 868900      4.96e+00    2.26e+00      1.73e-01    7.33e-02      1.46e-01    9.45e-02    5.6e-08
 869000      2.63e+00    1.67e+00      4.39e-02    6.66e-02      1.14e-01    6.68e-02    5.6e-08
 869100      2.19e+00    3.12e+00      4.18e-02    2.91e-03      9.46e-02    1.39e-01    5.6e-08
 869200      2.34e+00    1.94e+00      4.19e-02    9.07e-02      1.02e-01    8.08e-02    5.6e-08
 869300      2.17e+00    3.40e+00      6.91e-02    1.68e-04      9.03e-02    1.52e-01    5.6e-08
 869400      2.28e+00    2.01e+00      7.17e-02    6.47e-03      9.68e-02    8.99e-02    5.6e-08
 869500      2.39e+00    1.88e+00      5.36e-02    7.15e-02      1.01e-01    7.61e-02    5.6e-08
 869600      2.45e+00    2.50e+00      4.46e-02    7.81e-02      1.05e-01    1.05e-01    5.6e-08
 869700      2.63e+00    2.24e+00      7.99e-02    8.60e-02      1.12e-01    9.05e-02    5.6e-08
 869800      2.14e+00    1.76e+00      6.00e-02    6.61e-02      8.67e-02    7.13e-02    5.6e-08
 869900      3.23e+00    1.49e+00      6.88e-02    7.74e-03      1.41e-01    6.64e-02    5.6e-08
 870000      1.79e+00    2.58e+00      4.51e-02    1.31e-01      7.37e-02    1.06e-01    5.6e-08
 870100      1.99e+00    1.73e+00      6.50e-02    6.85e-02      8.28e-02    6.96e-02    5.6e-08
 870200      1.91e+00    2.40e+00      6.22e-02    7.63e-02      7.95e-02    1.00e-01    5.6e-08
 870300      2.55e+00    2.99e+00      2.06e-02    8.33e-03      1.13e-01    1.34e-01    5.6e-08
 870400      2.28e+00    2.93e+00      7.34e-02    3.33e-02      9.68e-02    1.30e-01    5.6e-08
 870500      2.12e+00    1.61e+00      3.88e-02    5.92e-02      9.17e-02    6.59e-02    5.6e-08
 870600      2.35e+00    3.22e+00      8.87e-02    6.20e-02      9.70e-02    1.41e-01    5.6e-08
 870700      4.57e+00    2.09e+00      1.60e-01    8.21e-02      1.27e-01    8.40e-02    5.6e-08
 870800      2.22e+00    2.70e+00      5.27e-02    1.27e-01      9.51e-02    1.12e-01    5.6e-08
 870900      2.50e+00    1.93e+00      3.74e-02    7.57e-02      1.09e-01    7.77e-02    5.6e-08
 871000      2.92e+00    3.31e+00      4.84e-02    6.60e-02      1.28e-01    1.44e-01    5.6e-08
 871100      2.94e+00    2.14e+00      6.12e-02    6.51e-02      1.27e-01    8.99e-02    5.6e-08
 871200      2.08e+00    1.75e+00      4.24e-02    9.81e-02      9.02e-02    7.01e-02    5.6e-08
 871300      1.80e+00    2.52e+00      6.03e-02    5.51e-02      7.41e-02    1.07e-01    5.6e-08
 871400      1.90e+00    1.94e+00      4.44e-02    5.70e-02      8.06e-02    7.87e-02    5.6e-08
 871500      2.63e+00    2.06e+00      6.33e-02    8.13e-02      1.13e-01    8.28e-02    5.6e-08
 871600      2.74e+00    2.75e+00      2.70e-02    6.32e-02      1.21e-01    1.19e-01    5.6e-08
 871700      5.04e+00    2.39e+00      1.57e-01    3.60e-03      1.54e-01    1.07e-01    5.6e-08
 871800      2.25e+00    2.55e+00      5.86e-02    7.19e-02      9.54e-02    1.08e-01    5.6e-08
 871900      2.24e+00    2.64e+00      6.33e-02    8.00e-02      9.45e-02    1.11e-01    5.6e-08
 872000      2.63e+00    1.34e+00      4.52e-02    1.71e-04      1.14e-01    6.00e-02    5.6e-08
 872100      2.21e+00    1.87e+00      4.65e-02    7.32e-02      9.54e-02    7.51e-02    5.6e-08
 872200      1.88e+00    2.91e+00      2.84e-02    2.71e-03      8.19e-02    1.30e-01    5.6e-08
 872300      2.31e+00    1.68e+00      5.44e-02    7.21e-02      9.82e-02    6.60e-02    5.6e-08
 872400      2.36e+00    2.94e+00      6.46e-02    6.53e-02      9.93e-02    1.27e-01    5.6e-08
 872500      5.02e+00    1.57e+00      1.57e-01    6.05e-02      1.51e-01    6.33e-02    5.6e-08
 872600      2.35e+00    1.38e+00      6.75e-02    7.45e-03      9.92e-02    6.15e-02    5.6e-08
 872700      1.78e+00    2.88e+00      2.41e-02    2.63e-03      7.79e-02    1.29e-01    5.6e-08
 872800      2.55e+00    1.98e+00      4.29e-02    8.18e-02      1.11e-01    7.87e-02    5.6e-08
 872900      2.51e+00    1.42e+00      6.61e-02    1.47e-03      1.07e-01    6.37e-02    5.6e-08
 873000      2.29e+00    1.71e+00      4.81e-02    6.14e-02      9.69e-02    7.03e-02    5.6e-08
 873100      2.85e+00    1.90e+00      4.68e-02    2.13e-03      1.24e-01    8.51e-02    5.6e-08
 873200      2.17e+00    1.96e+00      7.11e-02    6.05e-02      9.06e-02    7.84e-02    5.6e-08
 873300      4.73e+00    2.84e+00      1.71e-01    6.76e-02      1.33e-01    1.22e-01    5.6e-08
 873400      2.59e+00    2.41e+00      6.06e-02    7.21e-02      1.11e-01    1.02e-01    5.6e-08
 873500      2.06e+00    2.43e+00      7.31e-02    8.54e-02      8.53e-02    1.00e-01    5.6e-08
 873600      2.16e+00    2.94e+00      8.21e-02    9.80e-02      9.01e-02    1.22e-01    5.6e-08
 873700      2.49e+00    2.51e+00      6.20e-02    6.61e-02      1.06e-01    1.07e-01    5.6e-08
 873800      2.42e+00    3.11e+00      6.60e-02    7.38e-03      1.04e-01    1.39e-01    5.6e-08
 873900      4.91e+00    1.29e+00      1.69e-01    1.60e-03      1.41e-01    5.76e-02    5.6e-08
 874000      2.03e+00    1.56e+00      4.37e-02    6.17e-02      8.79e-02    6.29e-02    5.6e-08
 874100      1.99e+00    1.87e+00      5.74e-02    9.20e-02      8.36e-02    7.72e-02    5.6e-08
 874200      2.12e+00    3.11e+00      6.92e-02    6.54e-03      8.76e-02    1.39e-01    5.6e-08
 874300      5.48e+00    1.47e+00      1.72e-01    8.90e-02      1.74e-01    5.76e-02    5.6e-08
 874400      2.06e+00    2.72e+00      4.06e-02    1.25e-01      8.94e-02    1.13e-01    5.6e-08
 874500      1.72e+00    1.54e+00      2.75e-02    5.90e-02      7.40e-02    6.23e-02    5.6e-08
 874600      1.71e+00    1.92e+00      6.28e-02    6.88e-02      6.99e-02    7.86e-02    5.6e-08
 874700      2.03e+00    1.89e+00      6.54e-02    9.02e-02      8.43e-02    7.84e-02    5.6e-08
 874800      2.14e+00    1.30e+00      6.70e-02    1.24e-03      8.91e-02    5.81e-02    5.6e-08
 874900      2.10e+00    1.59e+00      7.16e-02    5.87e-02      8.66e-02    6.51e-02    5.6e-08
 875000      2.04e+00    1.78e+00      4.95e-02    7.28e-02      8.61e-02    7.06e-02    5.6e-08
 875100      2.06e+00    2.57e+00      4.75e-02    9.32e-02      8.83e-02    1.10e-01    5.6e-08
 875200      2.28e+00    2.49e+00      6.02e-02    7.55e-02      9.73e-02    1.05e-01    5.6e-08
 875300      2.31e+00    2.54e+00      4.92e-02    6.25e-02      9.89e-02    1.09e-01    5.6e-08
 875400      2.23e+00    2.16e+00      4.81e-02    9.28e-02      9.58e-02    9.09e-02    5.6e-08
 875500      3.08e+00    1.98e+00      4.53e-02    8.51e-02      1.35e-01    7.78e-02    5.6e-08
 875600      1.89e+00    1.63e+00      5.77e-02    4.23e-02      7.96e-02    6.99e-02    5.6e-08
 875700      1.94e+00    1.85e+00      4.40e-02    4.10e-02      8.09e-02    8.00e-02    5.6e-08
 875800      1.92e+00    2.61e+00      7.03e-02    1.29e-01      7.75e-02    1.07e-01    5.6e-08
 875900      2.50e+00    1.79e+00      6.27e-02    6.41e-02      1.08e-01    7.33e-02    5.6e-08
 876000      2.46e+00    1.98e+00      3.40e-02    6.24e-02      1.07e-01    8.32e-02    5.6e-08
 876100      1.87e+00    2.20e+00      6.59e-02    5.69e-02      7.79e-02    9.44e-02    5.6e-08
 876200      2.02e+00    3.53e+00      5.67e-02    4.80e-03      8.33e-02    1.58e-01    5.6e-08
 876300      2.28e+00    3.84e+00      5.42e-02    5.49e-03      9.51e-02    1.72e-01    5.6e-08
 876400      2.64e+00    1.86e+00      2.52e-02    6.00e-02      1.15e-01    7.75e-02    5.6e-08
 876500      1.84e+00    2.48e+00      6.25e-02    7.96e-02      7.57e-02    1.07e-01    5.6e-08
 876600      2.03e+00    2.94e+00      7.90e-02    2.86e-03      8.34e-02    1.32e-01    5.6e-08
 876700      5.04e+00    1.40e+00      1.48e-01    9.69e-03      1.50e-01    6.23e-02    5.6e-08
 876800      1.81e+00    2.28e+00      7.41e-02    6.25e-02      7.38e-02    9.70e-02    5.6e-08
 876900      1.72e+00    2.40e+00      2.85e-02    5.91e-02      7.42e-02    1.03e-01    5.6e-08
 877000      1.98e+00    1.70e+00      8.39e-02    8.85e-02      7.99e-02    6.93e-02    5.6e-08
 877100      2.59e+00    1.51e+00      4.94e-02    7.47e-03      1.11e-01    6.76e-02    5.6e-08
 877200      2.28e+00    2.01e+00      5.20e-02    8.81e-02      9.54e-02    8.42e-02    5.6e-08
 877300      2.39e+00    2.92e+00      3.90e-02    3.81e-03      1.05e-01    1.30e-01    5.6e-08
