#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 130500      1.91e+00    1.80e+00      2.48e-02    1.63e-02      8.41e-02    8.03e-02    3.2e-04
 130600      2.15e+00    1.72e+00      7.45e-02    6.09e-03      9.03e-02    7.70e-02    3.2e-04
 130700      3.11e+00    2.87e+00      5.90e-02    5.69e-02      1.37e-01    1.26e-01    3.2e-04
 130800      2.02e+00    2.77e+00      7.66e-02    2.73e-02      8.45e-02    1.24e-01    3.2e-04
 130900      2.70e+00    1.68e+00      8.34e-02    2.40e-02      1.15e-01    7.44e-02    3.2e-04
 131000      2.65e+00    3.00e+00      4.11e-02    1.94e-02      1.17e-01    1.34e-01    3.2e-04
 131100      2.47e+00    2.39e+00      3.74e-02    4.23e-02      1.09e-01    1.05e-01    3.2e-04
 131200      2.83e+00    2.20e+00      6.73e-02    4.69e-02      1.23e-01    9.62e-02    3.2e-04
 131300      2.60e+00    3.34e+00      8.58e-02    5.19e-02      1.10e-01    1.48e-01    3.2e-04
 131400      2.72e+00    2.89e+00      5.12e-02    1.38e-01      1.19e-01    1.22e-01    3.2e-04
 131500      1.99e+00    2.44e+00      6.66e-02    4.22e-02      8.43e-02    1.08e-01    3.2e-04
 131600      2.76e+00    2.82e+00      8.09e-02    7.56e-02      1.17e-01    1.22e-01    3.2e-04
 131700      1.76e+00    2.54e+00      5.49e-02    9.91e-02      7.45e-02    1.06e-01    3.2e-04
 131800      2.82e+00    1.73e+00      4.82e-02    7.55e-02      1.24e-01    7.08e-02    3.2e-04
 131900      2.42e+00    2.20e+00      6.01e-02    5.00e-02      1.05e-01    9.59e-02    3.2e-04
 132000      4.91e+00    1.90e+00      1.99e-01    6.66e-02      1.44e-01    8.02e-02    3.2e-04
 132100      2.19e+00    1.94e+00      6.65e-02    7.97e-03      9.39e-02    8.66e-02    3.2e-04
 132200      2.30e+00    2.62e+00      2.74e-02    7.30e-03      1.02e-01    1.17e-01    3.2e-04
 132300      2.69e+00    2.84e+00      8.63e-02    3.06e-02      1.15e-01    1.27e-01    3.2e-04
 132400      2.21e+00    2.35e+00      5.60e-02    5.24e-02      9.60e-02    1.03e-01    3.2e-04
 132500      2.81e+00    2.64e+00      4.74e-02    7.42e-03      1.23e-01    1.18e-01    3.2e-04
 132600      1.87e+00    2.77e+00      5.67e-02    1.28e-01      7.86e-02    1.18e-01    3.2e-04
 132700      2.33e+00    2.07e+00      5.96e-02    4.91e-03      1.01e-01    9.26e-02    3.2e-04
 132800      2.19e+00    1.74e+00      6.31e-02    1.10e-02      9.42e-02    7.77e-02    3.2e-04
 132900      2.78e+00    2.03e+00      7.26e-02    7.16e-02      1.19e-01    8.55e-02    3.2e-04
 133000      2.01e+00    2.20e+00      1.98e-02    7.08e-02      8.91e-02    9.38e-02    3.2e-04
 133100      2.57e+00    2.50e+00      7.47e-02    1.04e-01      1.09e-01    1.03e-01    3.2e-04
 133200      2.20e+00    2.07e+00      9.64e-02    5.55e-02      8.92e-02    8.95e-02    3.2e-04
 133300      2.14e+00    2.04e+00      9.24e-02    2.05e-02      8.98e-02    9.08e-02    3.2e-04
 133400      2.85e+00    1.34e+00      6.72e-02    5.54e-02      1.25e-01    5.52e-02    3.2e-04
 133500      2.49e+00    1.81e+00      3.99e-02    2.49e-02      1.09e-01    8.05e-02    3.2e-04
 133600      2.08e+00    3.09e+00      7.27e-02    5.07e-02      8.97e-02    1.36e-01    3.2e-04
 133700      3.03e+00    2.11e+00      8.86e-02    8.55e-02      1.31e-01    8.74e-02    3.2e-04
 133800      2.89e+00    1.94e+00      4.44e-02    6.35e-02      1.27e-01    8.27e-02    3.2e-04
 133900      1.98e+00    1.93e+00      3.09e-02    4.61e-02      8.69e-02    8.40e-02    3.2e-04
 134000      2.75e+00    2.67e+00      8.81e-02    4.99e-02      1.16e-01    1.18e-01    3.2e-04
 134100      2.80e+00    2.16e+00      1.01e-01    3.66e-02      1.19e-01    9.55e-02    3.2e-04
 134200      2.17e+00    3.49e+00      5.87e-02    1.16e-01      9.24e-02    1.48e-01    3.2e-04
 134300      2.27e+00    2.12e+00      5.50e-02    1.18e-02      9.79e-02    9.46e-02    3.2e-04
 134400      1.99e+00    1.86e+00      4.83e-02    8.07e-02      8.68e-02    7.60e-02    3.2e-04
 134500      2.00e+00    2.78e+00      8.05e-02    1.04e-01      8.34e-02    1.20e-01    3.2e-04
 134600      2.37e+00    2.61e+00      6.89e-02    9.01e-02      1.00e-01    1.10e-01    3.2e-04
 134700      2.87e+00    2.38e+00      5.79e-02    6.71e-02      1.24e-01    1.03e-01    3.2e-04
 134800      2.07e+00    2.25e+00      7.81e-02    9.94e-02      8.76e-02    9.61e-02    3.2e-04
 134900      2.19e+00    1.52e+00      1.06e-01    2.08e-02      8.69e-02    6.76e-02    3.2e-04
 135000      2.43e+00    1.88e+00      7.19e-02    5.43e-02      1.04e-01    8.10e-02    3.2e-04
 135100      2.87e+00    1.67e+00      5.68e-02    4.68e-02      1.26e-01    7.22e-02    3.2e-04
 135200      4.71e+00    2.87e+00      1.77e-01    6.38e-02      1.50e-01    1.25e-01    3.2e-04
 135300      2.00e+00    3.80e+00      5.79e-02    7.26e-02      8.56e-02    1.67e-01    3.2e-04
 135400      2.52e+00    2.46e+00      3.33e-02    9.86e-02      1.11e-01    1.06e-01    3.2e-04
 135500      2.28e+00    2.52e+00      7.18e-02    7.28e-02      9.74e-02    1.11e-01    3.2e-04
 135600      2.48e+00    2.32e+00      7.74e-02    1.07e-01      1.07e-01    9.86e-02    3.2e-04
 135700      2.26e+00    2.79e+00      9.83e-02    1.09e-01      9.46e-02    1.20e-01    3.2e-04
 135800      2.78e+00    2.77e+00      5.96e-02    5.98e-02      1.20e-01    1.21e-01    3.2e-04
 135900      2.58e+00    2.25e+00      7.03e-02    7.45e-02      1.11e-01    9.55e-02    3.2e-04
 136000      2.04e+00    2.23e+00      5.09e-02    6.98e-02      8.77e-02    9.56e-02    3.2e-04
 136100      2.46e+00    2.95e+00      7.64e-02    1.20e-02      1.05e-01    1.32e-01    3.2e-04
 136200      2.35e+00    2.38e+00      5.72e-02    1.39e-01      1.01e-01    8.87e-02    3.2e-04
 136300      2.48e+00    1.77e+00      6.87e-02    6.13e-02      1.06e-01    7.50e-02    3.2e-04
 136400      2.85e+00    2.27e+00      8.77e-02    3.03e-02      1.23e-01    1.01e-01    3.2e-04
 136500      2.82e+00    2.47e+00      4.00e-02    7.37e-02      1.24e-01    1.06e-01    3.2e-04
 136600      2.13e+00    1.63e+00      6.94e-02    8.17e-03      9.09e-02    7.30e-02    3.2e-04
 136700      2.39e+00    2.12e+00      3.13e-02    6.93e-02      1.06e-01    9.03e-02    3.2e-04
 136800      2.71e+00    2.09e+00      3.42e-02    5.22e-02      1.20e-01    8.92e-02    3.2e-04
 136900      2.65e+00    3.95e+00      3.48e-02    3.86e-02      1.17e-01    1.76e-01    3.2e-04
 137000      2.15e+00    2.83e+00      4.99e-02    5.00e-02      9.37e-02    1.25e-01    3.2e-04
 137100      1.83e+00    1.97e+00      4.18e-02    8.68e-02      7.98e-02    8.01e-02    3.2e-04
 137200      2.16e+00    2.45e+00      5.14e-02    1.58e-01      9.32e-02    9.88e-02    3.2e-04
 137300      2.49e+00    2.41e+00      9.14e-02    9.69e-02      1.04e-01    9.99e-02    3.2e-04
 137400      1.74e+00    2.12e+00      7.36e-02    1.27e-01      7.17e-02    8.70e-02    3.2e-04
 137500      2.69e+00    2.32e+00      5.54e-02    5.51e-02      1.17e-01    1.01e-01    3.2e-04
 137600      2.50e+00    1.74e+00      3.66e-02    3.42e-03      1.10e-01    7.80e-02    3.2e-04
 137700      4.38e+00    1.85e+00      1.52e-01    7.60e-02      1.35e-01    7.64e-02    3.2e-04
 137800      2.24e+00    1.84e+00      4.36e-02    6.47e-02      9.76e-02    7.75e-02    3.2e-04
 137900      2.11e+00    2.28e+00      8.04e-02    9.42e-02      9.11e-02    9.40e-02    3.2e-04
 138000      1.88e+00    2.03e+00      4.50e-02    6.56e-02      8.11e-02    8.66e-02    3.2e-04
 138100      2.12e+00    1.75e+00      7.88e-02    3.60e-02      8.61e-02    7.66e-02    3.2e-04
 138200      2.22e+00    2.82e+00      6.06e-02    1.19e-01      9.51e-02    1.21e-01    3.2e-04
 138300      2.29e+00    2.72e+00      3.41e-02    1.04e-01      1.01e-01    1.18e-01    3.2e-04
 138400      2.41e+00    2.18e+00      5.65e-02    9.98e-02      1.04e-01    8.81e-02    3.2e-04
 138500      2.20e+00    2.14e+00      4.92e-02    8.09e-02      9.65e-02    8.95e-02    3.2e-04
 138600      2.37e+00    2.07e+00      9.14e-02    5.90e-02      1.01e-01    8.68e-02    3.2e-04
 138700      2.31e+00    1.60e+00      5.37e-02    2.33e-02      1.01e-01    7.09e-02    3.2e-04
 138800      4.39e+00    1.92e+00      1.46e-01    9.38e-02      1.48e-01    7.65e-02    3.2e-04
 138900      2.11e+00    2.25e+00      6.81e-02    6.29e-02      9.06e-02    9.71e-02    3.2e-04
 139000      2.21e+00    2.55e+00      5.90e-02    1.23e-01      9.45e-02    1.01e-01    3.2e-04
 139100      2.09e+00    2.28e+00      7.73e-02    8.40e-02      8.95e-02    9.56e-02    3.2e-04
 139200      2.06e+00    2.16e+00      7.80e-02    6.45e-02      8.52e-02    9.45e-02    3.2e-04
 139300      2.56e+00    3.23e+00      5.35e-02    2.97e-02      1.12e-01    1.44e-01    3.2e-04
 139400      1.74e+00    2.00e+00      6.96e-02    5.28e-03      7.21e-02    8.96e-02    3.2e-04
 139500      2.17e+00    3.88e+00      7.46e-02    1.01e-02      9.26e-02    1.73e-01    3.2e-04
 139600      1.94e+00    2.71e+00      4.08e-02    8.86e-02      8.44e-02    1.15e-01    3.2e-04
 139700      2.44e+00    1.57e+00      6.77e-02    6.69e-02      1.03e-01    6.45e-02    3.2e-04
 139800      2.48e+00    2.58e+00      7.39e-02    2.97e-02      1.06e-01    1.15e-01    3.2e-04
 139900      2.64e+00    2.59e+00      9.05e-02    1.05e-01      1.06e-01    1.07e-01    3.2e-04
 140000      2.26e+00    1.55e+00      7.98e-02    3.25e-02      9.46e-02    6.80e-02    3.2e-04
 140100      2.59e+00    2.43e+00      5.00e-03    5.12e-02      1.16e-01    1.07e-01    3.2e-04
 140200      2.71e+00    1.93e+00      1.12e-01    3.88e-02      1.12e-01    8.50e-02    3.2e-04
 140300      2.14e+00    1.94e+00      6.63e-02    6.90e-02      9.16e-02    8.17e-02    3.2e-04
 140400      2.48e+00    2.96e+00      6.02e-02    5.80e-03      1.08e-01    1.33e-01    3.2e-04
 140500      1.85e+00    2.46e+00      3.62e-02    8.52e-02      8.06e-02    1.04e-01    3.2e-04
 140600      1.95e+00    1.77e+00      7.76e-02    6.44e-02      8.18e-02    7.45e-02    3.2e-04
 140700      2.02e+00    2.09e+00      8.15e-02    1.26e-01      8.52e-02    8.57e-02    3.2e-04
 140800      2.51e+00    1.80e+00      4.11e-02    8.43e-02      1.10e-01    7.25e-02    3.2e-04
 140900      2.59e+00    1.81e+00      6.51e-02    3.89e-02      1.12e-01    7.91e-02    3.2e-04
 141000      2.44e+00    2.21e+00      4.68e-02    9.17e-03      1.07e-01    9.86e-02    3.2e-04
 141100      4.71e+00    2.11e+00      1.65e-01    9.23e-02      1.46e-01    8.61e-02    3.2e-04
 141200      2.75e+00    2.36e+00      7.04e-02    2.68e-02      1.19e-01    1.05e-01    3.2e-04
 141300      5.05e+00    1.82e+00      1.93e-01    1.78e-03      1.56e-01    8.14e-02    3.2e-04
 141400      2.15e+00    3.74e+00      6.19e-02    3.62e-02      9.18e-02    1.66e-01    3.2e-04
 141500      1.75e+00    2.51e+00      4.99e-02    5.17e-02      7.39e-02    1.09e-01    3.2e-04
 141600      5.07e+00    2.15e+00      1.73e-01    5.76e-02      1.70e-01    9.32e-02    3.2e-04
 141700      1.82e+00    2.45e+00      5.03e-02    6.05e-02      7.76e-02    1.07e-01    3.2e-04
 141800      5.46e+00    2.82e+00      2.34e-01    1.17e-01      1.48e-01    1.16e-01    3.2e-04
 141900      2.12e+00    1.98e+00      6.70e-02    8.13e-02      8.77e-02    7.67e-02    3.2e-04
 142000      4.65e+00    2.60e+00      1.29e-01    1.53e-01      1.80e-01    9.70e-02    3.2e-04
 142100      2.64e+00    3.04e+00      4.73e-02    1.25e-02      1.17e-01    1.36e-01    3.2e-04
 142200      2.57e+00    3.01e+00      9.62e-02    4.86e-02      1.06e-01    1.33e-01    3.2e-04
 142300      2.30e+00    2.59e+00      7.04e-02    5.30e-02      9.75e-02    1.14e-01    3.2e-04
 142400      2.32e+00    2.92e+00      2.47e-02    7.00e-02      1.03e-01    1.27e-01    3.2e-04
 142500      2.13e+00    2.49e+00      3.03e-02    7.13e-02      9.38e-02    1.07e-01    3.2e-04
 142600      2.26e+00    2.17e+00      6.62e-02    1.30e-01      9.68e-02    8.91e-02    3.2e-04
 142700      2.31e+00    1.89e+00      6.08e-02    9.40e-03      1.00e-01    8.42e-02    3.2e-04
 142800      1.77e+00    2.84e+00      2.75e-02    7.11e-02      7.62e-02    1.23e-01    3.2e-04
 142900      4.94e+00    2.99e+00      1.67e-01    1.03e-02      1.61e-01    1.34e-01    3.2e-04
 143000      2.10e+00    3.32e+00      4.11e-02    3.96e-02      9.27e-02    1.48e-01    3.2e-04
 143100      2.36e+00    2.38e+00      1.04e-02    4.66e-02      1.05e-01    1.03e-01    3.2e-04
 143200      2.20e+00    3.48e+00      5.76e-02    1.60e-02      9.49e-02    1.55e-01    3.2e-04
 143300      2.12e+00    2.49e+00      3.89e-02    1.04e-01      9.14e-02    1.03e-01    3.2e-04
 143400      2.43e+00    1.84e+00      4.70e-02    3.70e-03      1.04e-01    8.24e-02    3.2e-04
 143500      1.78e+00    2.01e+00      3.34e-02    1.84e-04      7.77e-02    9.00e-02    3.2e-04
 143600      1.94e+00    1.78e+00      4.79e-02    9.22e-02      8.35e-02    6.97e-02    3.2e-04
 143700      4.69e+00    2.13e+00      1.68e-01    1.75e-02      1.47e-01    9.47e-02    3.2e-04
 143800      2.61e+00    2.56e+00      6.96e-02    4.83e-02      1.12e-01    1.13e-01    3.2e-04
 143900      1.89e+00    2.28e+00      5.79e-02    8.62e-02      8.03e-02    9.55e-02    3.2e-04
 144000      2.79e+00    2.05e+00      6.49e-02    4.74e-02      1.20e-01    8.94e-02    3.2e-04
 144100      4.25e+00    2.53e+00      1.52e-01    9.34e-02      1.42e-01    1.01e-01    3.2e-04
 144200      2.03e+00    2.30e+00      7.52e-02    9.76e-02      8.10e-02    9.85e-02    3.2e-04
 144300      2.06e+00    2.38e+00      8.45e-02    8.14e-02      8.62e-02    1.01e-01    3.2e-04
 144400      3.49e+00    1.95e+00      4.12e-02    6.74e-02      1.55e-01    8.24e-02    3.2e-04
 144500      1.86e+00    1.90e+00      4.46e-02    1.01e-01      8.03e-02    7.36e-02    3.2e-04
 144600      2.29e+00    2.26e+00      3.88e-02    9.85e-03      1.00e-01    1.01e-01    3.2e-04
 144700      2.76e+00    2.43e+00      6.69e-02    5.89e-03      1.20e-01    1.09e-01    3.2e-04
 144800      2.50e+00    3.29e+00      7.02e-02    1.44e-02      1.08e-01    1.47e-01    3.2e-04
 144900      2.24e+00    2.86e+00      6.09e-02    4.99e-02      9.65e-02    1.26e-01    3.2e-04
 145000      1.97e+00    2.17e+00      6.60e-02    2.55e-02      8.30e-02    9.63e-02    3.2e-04
 145100      3.03e+00    2.91e+00      6.38e-02    1.68e-01      1.31e-01    1.20e-01    3.2e-04
 145200      2.73e+00    3.27e+00      7.31e-02    1.16e-01      1.19e-01    1.38e-01    3.2e-04
 145300      1.99e+00    1.41e+00      7.31e-02    8.01e-03      8.33e-02    6.30e-02    3.2e-04
 145400      2.40e+00    2.92e+00      5.11e-02    5.32e-02      1.05e-01    1.29e-01    3.2e-04
 145500      5.22e+00    1.58e+00      2.16e-01    9.14e-03      1.58e-01    7.07e-02    3.2e-04
 145600      2.60e+00    2.39e+00      8.05e-02    2.64e-02      1.10e-01    1.06e-01    3.2e-04
 145700      5.06e+00    2.78e+00      1.76e-01    1.55e-01      1.60e-01    1.16e-01    3.2e-04
 145800      2.35e+00    2.53e+00      5.14e-02    6.76e-02      1.01e-01    1.07e-01    3.2e-04
 145900      2.41e+00    2.10e+00      3.34e-02    3.55e-02      1.06e-01    9.29e-02    3.2e-04
 146000      2.61e+00    2.79e+00      5.68e-02    2.12e-02      1.14e-01    1.25e-01    3.2e-04
 146100      2.35e+00    2.80e+00      5.06e-02    1.58e-01      1.03e-01    1.16e-01    3.2e-04
 146200      2.54e+00    3.59e+00      4.04e-02    4.40e-02      1.12e-01    1.59e-01    3.2e-04
 146300      2.51e+00    2.61e+00      5.87e-02    6.70e-02      1.09e-01    1.14e-01    3.2e-04
 146400      2.86e+00    4.16e+00      2.28e-02    1.28e-02      1.28e-01    1.86e-01    3.2e-04
 146500      2.35e+00    2.78e+00      5.51e-02    8.92e-02      1.02e-01    1.18e-01    3.2e-04
 146600      2.44e+00    3.51e+00      5.58e-02    1.56e-02      1.06e-01    1.57e-01    3.2e-04
 146700      1.80e+00    2.06e+00      6.14e-02    9.61e-02      7.59e-02    8.29e-02    3.2e-04
 146800      4.95e+00    1.99e+00      1.74e-01    2.27e-02      1.45e-01    8.86e-02    3.2e-04
 146900      2.75e+00    2.51e+00      3.83e-02    7.84e-02      1.21e-01    1.07e-01    3.2e-04
 147000      2.37e+00    2.83e+00      5.95e-02    5.04e-02      1.03e-01    1.25e-01    3.2e-04
 147100      1.96e+00    2.36e+00      4.72e-02    3.89e-02      8.51e-02    1.04e-01    3.2e-04
 147200      2.83e+00    2.24e+00      7.29e-02    9.07e-02      1.22e-01    9.24e-02    3.2e-04
 147300      2.05e+00    3.33e+00      3.24e-02    1.60e-03      9.05e-02    1.49e-01    3.2e-04
 147400      2.74e+00    2.63e+00      3.81e-02    7.84e-02      1.21e-01    1.13e-01    3.2e-04
 147500      2.41e+00    2.53e+00      7.78e-02    6.87e-02      1.03e-01    1.10e-01    3.2e-04
 147600      2.01e+00    2.14e+00      3.02e-02    4.32e-02      8.88e-02    9.41e-02    3.2e-04
 147700      2.33e+00    2.80e+00      7.60e-02    1.05e-01      9.93e-02    1.17e-01    3.2e-04
 147800      2.63e+00    1.83e+00      8.09e-02    8.79e-02      1.08e-01    7.28e-02    3.2e-04
 147900      2.89e+00    3.10e+00      8.63e-02    1.92e-02      1.23e-01    1.38e-01    3.2e-04
 148000      2.04e+00    2.21e+00      7.39e-02    6.62e-02      8.58e-02    9.21e-02    3.2e-04
 148100      2.76e+00    2.37e+00      8.33e-02    5.41e-02      1.15e-01    1.05e-01    3.2e-04
 148200      2.31e+00    3.09e+00      5.27e-02    1.46e-02      1.01e-01    1.38e-01    3.2e-04
 148300      3.18e+00    2.25e+00      6.31e-02    4.64e-02      1.39e-01    9.86e-02    3.2e-04
 148400      2.64e+00    2.29e+00      5.12e-02    8.80e-02      1.15e-01    9.54e-02    3.2e-04
 148500      2.33e+00    2.74e+00      5.57e-02    1.23e-01      1.01e-01    1.17e-01    3.2e-04
 148600      2.69e+00    2.46e+00      4.92e-02    5.23e-02      1.17e-01    1.08e-01    3.2e-04
 148700      1.91e+00    1.94e+00      5.24e-02    3.36e-02      8.15e-02    8.56e-02    3.2e-04
 148800      2.22e+00    2.71e+00      4.38e-02    4.71e-02      9.66e-02    1.20e-01    3.2e-04
 148900      2.29e+00    2.38e+00      7.65e-02    1.36e-01      9.77e-02    9.83e-02    3.2e-04
 149000      4.56e+00    2.40e+00      1.63e-01    9.09e-02      1.49e-01    1.00e-01    3.2e-04
 149100      5.57e+00    2.43e+00      1.99e-01    5.10e-02      1.84e-01    1.06e-01    3.2e-04
 149200      2.49e+00    1.78e+00      7.04e-02    1.43e-02      1.07e-01    7.95e-02    3.2e-04
 149300      2.99e+00    2.12e+00      7.08e-02    6.79e-02      1.30e-01    9.06e-02    3.2e-04
 149400      2.46e+00    3.63e+00      3.62e-02    2.73e-02      1.08e-01    1.62e-01    3.2e-04
 149500      2.41e+00    1.77e+00      1.07e-01    1.00e-01      9.87e-02    7.32e-02    3.2e-04
 149600      2.20e+00    1.65e+00      1.01e-01    3.52e-02      8.98e-02    7.22e-02    3.2e-04
 149700      2.22e+00    2.02e+00      7.77e-02    4.04e-02      9.29e-02    8.85e-02    3.2e-04
 149800      1.98e+00    3.31e+00      4.62e-02    4.69e-02      8.49e-02    1.47e-01    3.2e-04
 149900      2.10e+00    2.05e+00      8.03e-02    8.95e-02      8.46e-02    8.35e-02    3.2e-04
 150000      5.26e+00    1.70e+00      1.71e-01    6.89e-02      1.67e-01    6.92e-02    1.8e-04
 150100      2.29e+00    2.46e+00      6.46e-02    1.49e-01      9.71e-02    9.91e-02    1.8e-04
 150200      2.46e+00    2.53e+00      8.39e-02    5.59e-02      1.04e-01    1.10e-01    1.8e-04
 150300      2.60e+00    2.67e+00      7.89e-02    2.78e-03      1.11e-01    1.19e-01    1.8e-04
 150400      4.86e+00    2.93e+00      1.73e-01    8.69e-02      1.42e-01    1.25e-01    1.8e-04
 150500      2.99e+00    1.74e+00      3.42e-02    1.30e-02      1.33e-01    7.76e-02    1.8e-04
 150600      2.15e+00    2.73e+00      4.97e-02    3.19e-02      9.25e-02    1.21e-01    1.8e-04
 150700      2.03e+00    1.96e+00      4.54e-02    7.98e-02      8.74e-02    7.98e-02    1.8e-04
 150800      2.15e+00    2.49e+00      4.27e-02    6.90e-02      9.34e-02    1.07e-01    1.8e-04
 150900      2.61e+00    1.43e+00      4.05e-02    4.75e-02      1.15e-01    6.02e-02    1.8e-04
 151000      2.87e+00    1.98e+00      3.08e-02    6.05e-02      1.27e-01    8.44e-02    1.8e-04
 151100      1.72e+00    2.07e+00      2.72e-02    7.65e-02      7.55e-02    8.93e-02    1.8e-04
 151200      2.65e+00    1.85e+00      4.84e-02    8.19e-02      1.15e-01    7.39e-02    1.8e-04
 151300      2.32e+00    2.80e+00      2.43e-02    1.05e-01      1.03e-01    1.15e-01    1.8e-04
 151400      2.10e+00    2.03e+00      7.15e-02    6.49e-02      8.83e-02    8.82e-02    1.8e-04
 151500      2.40e+00    1.76e+00      6.25e-02    4.09e-02      1.03e-01    7.63e-02    1.8e-04
 151600      2.56e+00    1.98e+00      4.39e-02    9.39e-02      1.13e-01    7.75e-02    1.8e-04
 151700      1.97e+00    3.17e+00      3.28e-02    2.00e-02      8.69e-02    1.41e-01    1.8e-04
 151800      1.98e+00    2.60e+00      6.03e-02    4.94e-02      8.34e-02    1.14e-01    1.8e-04
 151900      2.48e+00    2.16e+00      4.06e-02    6.06e-02      1.09e-01    9.26e-02    1.8e-04
 152000      2.57e+00    1.64e+00      5.63e-02    5.57e-02      1.07e-01    6.88e-02    1.8e-04
 152100      2.03e+00    1.72e+00      6.94e-02    7.15e-02      8.22e-02    6.96e-02    1.8e-04
 152200      2.60e+00    3.98e+00      1.01e-01    2.71e-02      1.06e-01    1.78e-01    1.8e-04
 152300      2.73e+00    1.59e+00      5.22e-02    2.15e-02      1.19e-01    7.04e-02    1.8e-04
 152400      2.29e+00    3.06e+00      6.24e-02    5.51e-02      9.68e-02    1.34e-01    1.8e-04
 152500      2.72e+00    1.65e+00      7.23e-02    2.41e-02      1.15e-01    7.30e-02    1.8e-04
 152600      2.16e+00    3.65e+00      5.47e-02    7.72e-02      9.22e-02    1.59e-01    1.8e-04
 152700      2.51e+00    2.12e+00      6.01e-02    6.86e-02      1.09e-01    8.96e-02    1.8e-04
 152800      2.12e+00    1.99e+00      4.49e-02    5.61e-02      9.24e-02    8.52e-02    1.8e-04
 152900      2.11e+00    2.35e+00      4.03e-02    1.03e-01      9.13e-02    9.98e-02    1.8e-04
 153000      2.15e+00    2.93e+00      4.67e-02    6.92e-02      9.40e-02    1.27e-01    1.8e-04
 153100      2.14e+00    2.85e+00      6.07e-02    2.62e-02      9.06e-02    1.27e-01    1.8e-04
 153200      2.24e+00    2.14e+00      5.95e-03    9.43e-02      1.00e-01    9.09e-02    1.8e-04
 153300      2.15e+00    1.90e+00      7.62e-02    6.75e-02      9.05e-02    7.93e-02    1.8e-04
 153400      2.05e+00    2.40e+00      5.09e-02    9.74e-02      8.93e-02    9.76e-02    1.8e-04
 153500      5.58e+00    2.04e+00      1.99e-01    8.67e-02      1.62e-01    8.21e-02    1.8e-04
 153600      4.95e+00    2.00e+00      1.86e-01    3.75e-02      1.39e-01    8.80e-02    1.8e-04
 153700      2.31e+00    2.09e+00      5.40e-02    9.17e-02      9.89e-02    8.38e-02    1.8e-04
 153800      5.24e+00    1.94e+00      1.93e-01    5.14e-02      1.47e-01    8.33e-02    1.8e-04
 153900      2.03e+00    2.08e+00      8.13e-02    3.37e-02      8.21e-02    9.17e-02    1.8e-04
 154000      1.92e+00    2.36e+00      4.22e-02    6.90e-02      8.20e-02    1.01e-01    1.8e-04
 154100      2.35e+00    3.05e+00      5.62e-02    1.16e-01      9.96e-02    1.31e-01    1.8e-04
 154200      2.53e+00    1.96e+00      3.83e-02    7.17e-02      1.12e-01    8.14e-02    1.8e-04
 154300      2.08e+00    1.82e+00      5.37e-02    7.14e-02      8.96e-02    7.46e-02    1.8e-04
 154400      2.66e+00    2.32e+00      5.56e-02    6.07e-02      1.15e-01    1.00e-01    1.8e-04
 154500      5.21e+00    1.72e+00      1.79e-01    5.04e-02      1.53e-01    7.32e-02    1.8e-04
 154600      2.50e+00    2.02e+00      4.82e-02    9.38e-02      1.06e-01    8.53e-02    1.8e-04
 154700      2.14e+00    2.46e+00      5.09e-02    1.76e-02      9.16e-02    1.10e-01    1.8e-04
 154800      2.04e+00    2.28e+00      6.92e-02    1.23e-01      7.90e-02    8.56e-02    1.8e-04
 154900      2.31e+00    2.47e+00      7.86e-02    8.87e-02      9.71e-02    1.03e-01    1.8e-04
 155000      4.72e+00    3.30e+00      1.82e-01    3.38e-02      1.35e-01    1.47e-01    1.8e-04
 155100      2.51e+00    2.42e+00      4.72e-02    8.90e-02      1.10e-01    1.00e-01    1.8e-04
 155200      1.82e+00    1.76e+00      5.07e-02    5.38e-02      7.61e-02    7.49e-02    1.8e-04
 155300      2.38e+00    1.60e+00      5.27e-02    2.47e-02      1.04e-01    7.06e-02    1.8e-04
 155400      2.89e+00    2.24e+00      4.16e-02    8.39e-02      1.26e-01    9.25e-02    1.8e-04
 155500      2.10e+00    2.29e+00      5.79e-02    7.23e-02      9.03e-02    9.67e-02    1.8e-04
 155600      2.44e+00    1.69e+00      3.00e-02    1.98e-02      1.07e-01    7.52e-02    1.8e-04
 155700      1.88e+00    3.08e+00      6.66e-02    1.63e-02      7.88e-02    1.38e-01    1.8e-04
 155800      2.45e+00    1.76e+00      2.23e-02    6.66e-02      1.07e-01    7.27e-02    1.8e-04
 155900      2.43e+00    2.13e+00      3.86e-02    7.14e-02      1.05e-01    8.95e-02    1.8e-04
 156000      2.49e+00    2.13e+00      7.51e-02    9.69e-02      1.08e-01    8.98e-02    1.8e-04
 156100      2.64e+00    1.76e+00      7.02e-02    7.46e-02      1.13e-01    7.11e-02    1.8e-04
 156200      2.74e+00    2.97e+00      8.32e-02    1.73e-02      1.16e-01    1.33e-01    1.8e-04
 156300      2.05e+00    2.38e+00      6.90e-02    9.48e-02      8.51e-02    1.02e-01    1.8e-04
 156400      2.43e+00    1.71e+00      5.60e-02    6.55e-02      1.05e-01    7.05e-02    1.8e-04
 156500      1.73e+00    2.07e+00      3.45e-02    7.61e-02      7.42e-02    8.58e-02    1.8e-04
 156600      2.28e+00    3.08e+00      5.98e-02    1.53e-02      9.56e-02    1.38e-01    1.8e-04
