#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 564800      2.46e+00    1.86e+00      4.45e-02    8.77e-02      1.08e-01    7.73e-02    1.8e-06
 564900      1.85e+00    2.04e+00      2.37e-02    5.16e-02      8.12e-02    8.77e-02    1.8e-06
 565000      2.07e+00    1.53e+00      4.37e-02    5.47e-03      8.85e-02    6.83e-02    1.8e-06
 565100      2.10e+00    1.95e+00      4.98e-02    6.44e-02      9.15e-02    8.43e-02    1.8e-06
 565200      5.43e+00    1.63e+00      1.91e-01    8.01e-03      1.37e-01    7.27e-02    1.8e-06
 565300      1.51e+00    2.42e+00      3.20e-02    8.18e-03      6.54e-02    1.08e-01    1.8e-06
 565400      1.51e+00    2.08e+00      3.17e-02    5.93e-02      6.54e-02    8.85e-02    1.8e-06
 565500      1.61e+00    2.43e+00      4.04e-02    3.25e-02      6.89e-02    1.08e-01    1.8e-06
 565600      2.26e+00    2.15e+00      3.34e-02    4.63e-03      9.94e-02    9.63e-02    1.8e-06
 565700      2.28e+00    1.82e+00      6.52e-02    7.48e-02      9.73e-02    7.69e-02    1.8e-06
 565800      5.88e+00    1.50e+00      2.24e-01    3.89e-02      1.40e-01    6.43e-02    1.8e-06
 565900      1.99e+00    1.63e+00      6.59e-02    5.05e-02      8.27e-02    6.85e-02    1.8e-06
 566000      1.81e+00    2.55e+00      6.15e-02    3.08e-02      7.31e-02    1.13e-01    1.8e-06
 566100      1.47e+00    1.55e+00      4.69e-02    1.60e-03      6.07e-02    6.95e-02    1.8e-06
 566200      1.84e+00    2.32e+00      5.04e-02    1.61e-03      7.81e-02    1.04e-01    1.8e-06
 566300      1.30e+00    2.09e+00      2.68e-02    5.75e-02      5.58e-02    8.88e-02    1.8e-06
 566400      6.02e+00    1.88e+00      2.13e-01    5.13e-02      1.57e-01    8.01e-02    1.8e-06
 566500      1.79e+00    1.36e+00      5.89e-02    3.36e-02      7.37e-02    5.86e-02    1.8e-06
 566600      2.01e+00    1.81e+00      6.52e-02    5.45e-02      8.37e-02    7.61e-02    1.8e-06
 566700      1.84e+00    1.41e+00      4.47e-02    2.75e-02      7.87e-02    6.14e-02    1.8e-06
 566800      5.88e+00    2.71e+00      2.22e-01    7.62e-02      1.43e-01    1.15e-01    1.8e-06
 566900      2.36e+00    1.29e+00      6.89e-02    8.92e-03      1.00e-01    5.75e-02    1.8e-06
 567000      1.84e+00    1.35e+00      5.76e-02    3.89e-02      7.80e-02    5.74e-02    1.8e-06
 567100      2.21e+00    1.89e+00      4.33e-02    4.91e-02      9.56e-02    8.07e-02    1.8e-06
 567200      1.42e+00    2.25e+00      2.04e-02    1.96e-02      6.23e-02    1.00e-01    1.8e-06
 567300      1.83e+00    1.79e+00      4.40e-02    2.97e-03      7.62e-02    8.01e-02    1.8e-06
 567400      1.67e+00    2.16e+00      3.82e-02    5.16e-02      7.09e-02    9.34e-02    1.8e-06
 567500      1.77e+00    2.36e+00      6.06e-02    6.31e-02      7.31e-02    1.01e-01    1.8e-06
 567600      1.56e+00    1.92e+00      3.95e-02    8.21e-02      6.70e-02    8.09e-02    1.8e-06
 567700      2.50e+00    1.39e+00      4.41e-02    4.23e-02      1.09e-01    5.87e-02    1.8e-06
 567800      1.65e+00    1.64e+00      3.21e-02    4.56e-02      7.15e-02    6.99e-02    1.8e-06
 567900      1.82e+00    2.27e+00      7.37e-02    2.60e-02      7.46e-02    1.01e-01    1.8e-06
 568000      1.82e+00    1.41e+00      1.83e-02    2.68e-03      8.08e-02    6.30e-02    1.8e-06
 568100      2.21e+00    2.45e+00      6.50e-02    6.10e-02      9.33e-02    1.05e-01    1.8e-06
 568200      1.99e+00    1.26e+00      5.93e-02    3.54e-03      8.40e-02    5.65e-02    1.8e-06
 568300      2.00e+00    1.77e+00      4.98e-02    5.10e-02      8.51e-02    7.50e-02    1.8e-06
 568400      1.81e+00    1.38e+00      2.89e-02    4.15e-02      7.95e-02    5.83e-02    1.8e-06
 568500      1.93e+00    1.45e+00      4.40e-02    3.87e-02      8.20e-02    6.21e-02    1.8e-06
 568600      1.92e+00    3.08e+00      2.73e-02    2.59e-02      8.43e-02    1.37e-01    1.8e-06
 568700      2.25e+00    2.02e+00      6.34e-02    6.58e-02      9.45e-02    8.45e-02    1.8e-06
 568800      1.89e+00    1.77e+00      4.16e-02    1.33e-02      8.11e-02    7.87e-02    1.8e-06
 568900      2.00e+00    1.63e+00      2.33e-02    8.48e-02      8.85e-02    5.94e-02    1.8e-06
 569000      1.97e+00    1.88e+00      4.67e-02    5.59e-02      8.43e-02    7.93e-02    1.8e-06
 569100      1.30e+00    2.19e+00      2.65e-02    1.80e-02      5.58e-02    9.72e-02    1.8e-06
 569200      6.22e+00    2.17e+00      2.47e-01    7.10e-02      1.30e-01    9.04e-02    1.8e-06
 569300      1.70e+00    2.11e+00      3.13e-02    2.43e-02      7.34e-02    9.30e-02    1.8e-06
 569400      1.40e+00    2.05e+00      3.69e-02    8.28e-02      5.99e-02    8.70e-02    1.8e-06
 569500      1.84e+00    1.63e+00      7.36e-02    7.96e-03      7.44e-02    7.28e-02    1.8e-06
 569600      1.70e+00    1.80e+00      4.63e-02    8.04e-02      7.20e-02    7.52e-02    1.8e-06
 569700      2.07e+00    1.92e+00      3.36e-02    6.34e-02      9.04e-02    7.99e-02    1.8e-06
 569800      1.80e+00    1.65e+00      3.24e-02    8.54e-02      7.84e-02    6.72e-02    1.8e-06
 569900      2.04e+00    2.25e+00      4.97e-02    7.51e-02      8.70e-02    9.69e-02    1.8e-06
 570000      1.57e+00    1.74e+00      4.16e-02    7.53e-02      6.75e-02    6.80e-02    1.8e-06
 570100      1.60e+00    1.45e+00      3.58e-02    4.11e-02      6.66e-02    6.17e-02    1.8e-06
 570200      1.98e+00    2.13e+00      4.73e-02    6.55e-02      8.50e-02    8.97e-02    1.8e-06
 570300      2.03e+00    2.11e+00      6.30e-02    6.31e-02      8.52e-02    8.89e-02    1.8e-06
 570400      2.36e+00    2.05e+00      6.46e-02    2.29e-02      1.00e-01    9.04e-02    1.8e-06
 570500      2.18e+00    1.40e+00      4.26e-02    2.68e-03      9.46e-02    6.28e-02    1.8e-06
 570600      1.70e+00    1.67e+00      4.44e-02    6.85e-02      7.19e-02    6.65e-02    1.8e-06
 570700      2.08e+00    1.40e+00      7.38e-02    4.01e-02      8.42e-02    5.96e-02    1.8e-06
 570800      1.82e+00    1.19e+00      4.86e-02    4.46e-02      7.84e-02    4.84e-02    1.8e-06
 570900      1.84e+00    2.46e+00      3.73e-02    2.29e-02      7.90e-02    1.09e-01    1.8e-06
 571000      1.89e+00    1.78e+00      4.37e-02    5.14e-02      7.92e-02    7.55e-02    1.8e-06
 571100      1.89e+00    1.78e+00      3.47e-02    5.00e-02      8.21e-02    7.59e-02    1.8e-06
 571200      2.01e+00    2.73e+00      2.95e-02    2.96e-02      8.67e-02    1.21e-01    1.8e-06
 571300      1.87e+00    1.62e+00      4.36e-02    1.91e-02      7.92e-02    7.12e-02    1.8e-06
 571400      1.63e+00    2.15e+00      6.92e-02    8.00e-02      6.40e-02    9.21e-02    1.8e-06
 571500      2.01e+00    2.31e+00      6.84e-02    6.26e-02      8.49e-02    9.86e-02    1.8e-06
 571600      1.94e+00    1.37e+00      4.83e-02    2.87e-02      8.17e-02    5.95e-02    1.8e-06
 571700      2.47e+00    1.19e+00      3.64e-02    1.19e-03      1.07e-01    5.30e-02    1.8e-06
 571800      1.91e+00    1.65e+00      3.17e-02    7.10e-02      8.32e-02    6.50e-02    1.8e-06
 571900      1.91e+00    1.51e+00      2.33e-02    4.10e-03      8.44e-02    6.75e-02    1.8e-06
 572000      1.58e+00    1.47e+00      3.12e-02    4.57e-03      6.84e-02    6.57e-02    1.8e-06
 572100      2.00e+00    2.19e+00      5.60e-02    6.93e-02      8.53e-02    9.18e-02    1.8e-06
 572200      1.79e+00    1.71e+00      5.50e-02    4.96e-02      7.53e-02    7.24e-02    1.8e-06
 572300      6.16e+00    2.24e+00      2.36e-01    6.36e-02      1.46e-01    9.51e-02    1.8e-06
 572400      2.09e+00    2.37e+00      5.20e-02    6.18e-02      8.87e-02    1.01e-01    1.8e-06
 572500      1.91e+00    1.72e+00      3.86e-02    7.04e-02      8.26e-02    6.87e-02    1.8e-06
 572600      1.90e+00    1.58e+00      6.69e-02    3.31e-02      7.87e-02    6.87e-02    1.8e-06
 572700      1.94e+00    1.56e+00      5.31e-02    7.34e-02      8.33e-02    6.49e-02    1.8e-06
 572800      2.04e+00    1.72e+00      2.98e-02    3.17e-03      8.94e-02    7.68e-02    1.8e-06
 572900      6.30e+00    1.86e+00      2.43e-01    5.21e-02      1.41e-01    7.89e-02    1.8e-06
 573000      6.24e+00    1.62e+00      2.24e-01    7.85e-02      1.53e-01    6.09e-02    1.8e-06
 573100      1.53e+00    3.32e+00      4.34e-02    8.00e-02      6.56e-02    1.43e-01    1.8e-06
 573200      2.01e+00    1.51e+00      6.90e-02    3.11e-02      8.26e-02    6.59e-02    1.8e-06
 573300      1.84e+00    1.72e+00      5.53e-02    4.40e-02      7.75e-02    7.40e-02    1.8e-06
 573400      1.88e+00    1.82e+00      2.90e-02    4.88e-02      8.18e-02    7.79e-02    1.8e-06
 573500      2.09e+00    1.53e+00      8.37e-02    3.46e-02      8.28e-02    6.61e-02    1.8e-06
 573600      1.59e+00    1.27e+00      5.03e-02    3.03e-02      6.59e-02    5.47e-02    1.8e-06
 573700      5.88e+00    1.81e+00      2.36e-01    3.44e-03      1.23e-01    8.10e-02    1.8e-06
 573800      2.09e+00    2.20e+00      5.25e-02    6.40e-02      8.86e-02    9.32e-02    1.8e-06
 573900      2.03e+00    1.50e+00      7.07e-02    4.18e-02      8.27e-02    6.38e-02    1.8e-06
 574000      1.98e+00    1.32e+00      3.64e-02    3.30e-02      8.61e-02    5.68e-02    1.8e-06
 574100      1.63e+00    2.34e+00      6.95e-03    7.63e-02      7.25e-02    1.01e-01    1.8e-06
 574200      1.81e+00    1.83e+00      4.51e-02    6.07e-02      7.72e-02    7.60e-02    1.8e-06
 574300      1.55e+00    1.50e+00      2.64e-02    7.29e-02      6.80e-02    5.67e-02    1.8e-06
 574400      6.10e+00    2.22e+00      2.33e-01    6.34e-02      1.42e-01    9.42e-02    1.8e-06
 574500      2.16e+00    1.91e+00      3.29e-02    4.69e-02      9.44e-02    8.23e-02    1.8e-06
 574600      1.40e+00    1.75e+00      3.39e-02    8.63e-02      6.01e-02    6.53e-02    1.8e-06
 574700      1.88e+00    1.67e+00      4.21e-02    8.55e-02      8.14e-02    6.15e-02    1.8e-06
 574800      1.93e+00    1.50e+00      7.76e-02    3.93e-03      8.17e-02    6.72e-02    1.8e-06
 574900      1.75e+00    1.15e+00      6.67e-02    2.33e-03      7.10e-02    5.14e-02    1.8e-06
 575000      1.45e+00    3.23e+00      4.33e-02    8.40e-02      6.18e-02    1.38e-01    1.8e-06
 575100      2.41e+00    2.09e+00      7.38e-02    6.96e-02      1.02e-01    8.68e-02    1.8e-06
 575200      2.16e+00    1.85e+00      4.96e-02    7.70e-02      9.34e-02    7.34e-02    1.8e-06
 575300      2.24e+00    1.77e+00      7.14e-02    6.93e-02      9.38e-02    7.15e-02    1.8e-06
 575400      2.18e+00    1.42e+00      4.73e-02    2.94e-02      9.31e-02    6.17e-02    1.8e-06
 575500      1.69e+00    1.82e+00      3.02e-02    4.86e-02      7.33e-02    7.79e-02    1.8e-06
 575600      2.22e+00    1.38e+00      5.39e-02    3.97e-02      9.55e-02    5.87e-02    1.8e-06
 575700      1.72e+00    1.50e+00      5.48e-02    2.08e-03      7.20e-02    6.69e-02    1.8e-06
 575800      6.60e+00    1.40e+00      2.62e-01    2.94e-02      1.42e-01    6.11e-02    1.8e-06
 575900      2.27e+00    1.27e+00      5.49e-02    3.06e-02      9.75e-02    5.48e-02    1.8e-06
 576000      1.76e+00    2.32e+00      4.25e-02    6.07e-03      7.57e-02    1.04e-01    1.8e-06
 576100      1.61e+00    2.15e+00      2.38e-02    7.68e-02      7.04e-02    9.24e-02    1.8e-06
 576200      1.71e+00    1.46e+00      3.58e-02    2.24e-03      7.38e-02    6.53e-02    1.8e-06
 576300      1.54e+00    1.32e+00      4.22e-02    6.45e-03      6.51e-02    5.88e-02    1.8e-06
 576400      2.00e+00    1.91e+00      5.08e-02    6.07e-02      8.46e-02    8.02e-02    1.8e-06
 576500      1.91e+00    1.73e+00      5.52e-02    2.07e-02      8.09e-02    7.61e-02    1.8e-06
 576600      1.81e+00    1.60e+00      5.29e-02    6.80e-02      7.75e-02    6.73e-02    1.8e-06
 576700      1.75e+00    1.68e+00      4.82e-02    2.06e-03      7.51e-02    7.52e-02    1.8e-06
 576800      1.67e+00    1.46e+00      4.93e-02    4.17e-02      7.07e-02    6.20e-02    1.8e-06
 576900      2.02e+00    1.66e+00      3.67e-02    8.06e-02      8.75e-02    6.23e-02    1.8e-06
 577000      2.25e+00    2.02e+00      7.18e-02    5.65e-02      9.43e-02    8.57e-02    1.8e-06
 577100      5.71e+00    1.50e+00      2.12e-01    2.20e-04      1.31e-01    6.72e-02    1.8e-06
 577200      1.49e+00    1.85e+00      4.78e-02    5.18e-02      6.17e-02    7.87e-02    1.8e-06
 577300      1.62e+00    1.93e+00      2.91e-02    6.31e-02      7.01e-02    8.06e-02    1.8e-06
 577400      2.02e+00    2.15e+00      2.77e-02    5.79e-02      8.85e-02    9.17e-02    1.8e-06
 577500      1.48e+00    1.40e+00      6.28e-02    3.37e-02      5.73e-02    6.04e-02    1.8e-06
 577600      1.80e+00    1.44e+00      7.13e-02    7.39e-02      7.57e-02    5.87e-02    1.8e-06
 577700      1.78e+00    1.40e+00      3.97e-02    3.31e-02      7.66e-02    6.05e-02    1.8e-06
 577800      1.99e+00    2.26e+00      7.59e-02    6.26e-02      8.20e-02    9.64e-02    1.8e-06
 577900      1.63e+00    2.15e+00      4.86e-02    6.90e-02      6.94e-02    8.97e-02    1.8e-06
 578000      1.81e+00    2.16e+00      3.90e-02    4.94e-02      7.69e-02    9.52e-02    1.8e-06
 578100      1.80e+00    1.16e+00      1.81e-02    9.50e-03      7.97e-02    5.18e-02    1.8e-06
 578200      1.58e+00    2.44e+00      6.84e-02    1.28e-03      6.12e-02    1.09e-01    1.8e-06
 578300      1.90e+00    2.37e+00      6.60e-02    6.65e-02      7.96e-02    1.03e-01    1.8e-06
 578400      1.70e+00    1.19e+00      1.77e-02    4.23e-03      7.52e-02    5.31e-02    1.8e-06
 578500      1.55e+00    2.26e+00      4.52e-02    6.73e-02      6.48e-02    9.55e-02    1.8e-06
 578600      2.12e+00    1.48e+00      7.00e-02    2.37e-04      8.93e-02    6.64e-02    1.8e-06
 578700      1.66e+00    1.43e+00      3.81e-02    4.86e-03      7.12e-02    6.40e-02    1.8e-06
 578800      1.60e+00    1.26e+00      3.46e-02    1.10e-03      6.79e-02    5.63e-02    1.8e-06
 578900      1.83e+00    1.38e+00      4.93e-02    6.01e-03      7.81e-02    6.17e-02    1.8e-06
 579000      2.03e+00    1.50e+00      6.54e-02    2.84e-02      8.55e-02    6.56e-02    1.8e-06
 579100      2.09e+00    1.74e+00      6.78e-02    6.65e-02      9.01e-02    7.44e-02    1.8e-06
 579200      1.65e+00    1.39e+00      2.01e-02    2.29e-02      7.25e-02    6.10e-02    1.8e-06
 579300      1.75e+00    1.52e+00      7.79e-02    7.05e-02      6.92e-02    6.31e-02    1.8e-06
 579400      2.42e+00    1.57e+00      4.58e-02    4.93e-02      1.06e-01    6.60e-02    1.8e-06
 579500      1.98e+00    1.65e+00      6.67e-02    5.00e-02      8.40e-02    6.97e-02    1.8e-06
 579600      2.44e+00    1.57e+00      5.79e-02    1.32e-03      1.05e-01    7.00e-02    1.8e-06
 579700      1.86e+00    2.11e+00      6.79e-02    2.36e-02      7.57e-02    9.32e-02    1.8e-06
 579800      1.86e+00    1.65e+00      4.62e-02    6.28e-02      8.01e-02    6.71e-02    1.8e-06
 579900      1.96e+00    1.35e+00      3.62e-02    2.97e-02      8.52e-02    5.85e-02    1.8e-06
 580000      1.70e+00    1.77e+00      4.04e-02    7.74e-02      7.26e-02    6.92e-02    1.8e-06
 580100      1.74e+00    2.15e+00      5.18e-02    7.93e-02      7.10e-02    9.20e-02    1.8e-06
 580200      2.27e+00    1.64e+00      7.61e-02    7.48e-04      9.75e-02    7.35e-02    1.8e-06
 580300      1.65e+00    2.07e+00      6.29e-02    8.04e-02      6.74e-02    8.82e-02    1.8e-06
 580400      5.83e+00    1.51e+00      2.23e-01    3.17e-02      1.33e-01    6.59e-02    1.8e-06
 580500      1.54e+00    1.57e+00      4.19e-02    7.84e-02      6.63e-02    6.48e-02    1.8e-06
 580600      1.91e+00    1.23e+00      6.22e-02    4.34e-02      8.02e-02    5.05e-02    1.8e-06
 580700      1.56e+00    1.47e+00      3.52e-02    2.83e-03      6.75e-02    6.58e-02    1.8e-06
 580800      2.00e+00    1.99e+00      5.24e-02    2.15e-02      8.31e-02    8.79e-02    1.8e-06
 580900      2.00e+00    2.16e+00      4.09e-02    2.73e-03      8.61e-02    9.65e-02    1.8e-06
 581000      2.82e+00    3.20e+00      7.23e-02    7.68e-02      1.21e-01    1.38e-01    1.8e-06
 581100      1.60e+00    1.55e+00      4.43e-02    6.60e-03      6.70e-02    6.94e-02    1.8e-06
 581200      1.64e+00    1.16e+00      8.52e-02    4.04e-02      5.95e-02    4.79e-02    1.8e-06
 581300      1.67e+00    1.93e+00      5.38e-02    7.39e-02      7.06e-02    7.80e-02    1.8e-06
 581400      2.26e+00    1.58e+00      6.15e-02    5.15e-04      9.65e-02    7.05e-02    1.8e-06
 581500      1.75e+00    1.68e+00      7.45e-02    7.30e-02      7.18e-02    6.56e-02    1.8e-06
 581600      2.52e+00    1.57e+00      5.19e-02    7.61e-02      1.09e-01    6.51e-02    1.8e-06
 581700      1.76e+00    2.02e+00      3.78e-02    5.93e-02      7.62e-02    8.55e-02    1.8e-06
 581800      2.03e+00    1.44e+00      4.22e-02    4.43e-02      8.84e-02    6.05e-02    1.8e-06
 581900      1.94e+00    1.98e+00      1.97e-02    6.00e-02      8.58e-02    8.32e-02    1.8e-06
 582000      1.98e+00    2.81e+00      7.61e-02    7.83e-02      7.98e-02    1.19e-01    1.8e-06
 582100      5.76e+00    1.96e+00      2.18e-01    7.11e-02      1.36e-01    8.38e-02    1.8e-06
 582200      2.11e+00    1.28e+00      4.28e-02    2.05e-02      9.23e-02    5.65e-02    1.8e-06
 582300      5.74e+00    1.74e+00      2.09e-01    7.48e-02      1.34e-01    7.34e-02    1.8e-06
 582400      1.75e+00    2.26e+00      4.30e-02    6.50e-02      7.49e-02    9.60e-02    1.8e-06
 582500      2.17e+00    2.12e+00      5.46e-02    7.18e-02      9.32e-02    8.78e-02    1.8e-06
 582600      1.53e+00    2.69e+00      3.50e-02    7.90e-02      6.59e-02    1.14e-01    1.8e-06
 582700      2.11e+00    1.82e+00      4.91e-02    6.90e-02      9.05e-02    7.76e-02    1.8e-06
 582800      2.17e+00    1.55e+00      3.93e-02    4.48e-02      9.40e-02    6.56e-02    1.8e-06
 582900      1.84e+00    1.63e+00      3.32e-02    7.18e-02      8.02e-02    6.38e-02    1.8e-06
 583000      5.89e+00    1.96e+00      2.15e-01    5.32e-02      1.36e-01    8.35e-02    1.8e-06
 583100      1.65e+00    1.31e+00      6.16e-02    3.16e-02      6.62e-02    5.65e-02    1.8e-06
 583200      1.51e+00    1.72e+00      2.73e-02    1.81e-02      6.54e-02    7.62e-02    1.8e-06
 583300      1.87e+00    2.21e+00      5.84e-02    7.48e-02      7.92e-02    9.15e-02    1.8e-06
 583400      1.86e+00    1.77e+00      6.82e-02    7.37e-02      7.56e-02    7.50e-02    1.8e-06
 583500      2.35e+00    2.09e+00      3.29e-02    1.94e-02      1.03e-01    9.27e-02    1.8e-06
 583600      5.98e+00    2.05e+00      2.14e-01    2.11e-02      1.46e-01    9.06e-02    1.8e-06
 583700      2.50e+00    1.71e+00      6.86e-02    9.69e-05      1.07e-01    7.67e-02    1.8e-06
 583800      6.24e+00    2.12e+00      2.29e-01    7.28e-02      1.43e-01    8.75e-02    1.8e-06
 583900      1.90e+00    2.74e+00      2.62e-02    8.17e-02      8.37e-02    1.16e-01    1.8e-06
 584000      1.64e+00    1.75e+00      3.69e-02    4.65e-02      6.96e-02    7.49e-02    1.8e-06
 584100      1.99e+00    1.38e+00      5.79e-02    2.26e-02      8.41e-02    6.07e-02    1.8e-06
 584200      2.24e+00    1.70e+00      4.53e-02    7.71e-02      9.67e-02    6.58e-02    1.8e-06
 584300      2.10e+00    2.00e+00      6.50e-02    5.71e-02      8.80e-02    8.49e-02    1.8e-06
 584400      6.01e+00    2.23e+00      2.15e-01    5.78e-02      1.44e-01    9.54e-02    1.8e-06
 584500      1.77e+00    2.62e+00      3.08e-02    5.26e-02      7.77e-02    1.16e-01    1.8e-06
 584600      2.08e+00    1.71e+00      4.39e-02    7.48e-02      8.98e-02    6.67e-02    1.8e-06
 584700      2.25e+00    1.39e+00      5.54e-02    3.60e-02      9.58e-02    5.97e-02    1.8e-06
 584800      5.96e+00    2.20e+00      2.13e-01    5.97e-02      1.50e-01    9.36e-02    1.8e-06
 584900      2.01e+00    1.51e+00      6.96e-02    2.60e-02      8.33e-02    6.61e-02    1.8e-06
 585000      2.18e+00    1.70e+00      5.74e-02    4.72e-02      9.18e-02    7.22e-02    1.8e-06
 585100      2.30e+00    1.66e+00      4.99e-02    8.79e-02      9.92e-02    6.01e-02    1.8e-06
 585200      2.04e+00    1.79e+00      5.41e-02    4.79e-02      8.63e-02    7.63e-02    1.8e-06
 585300      1.70e+00    1.83e+00      6.02e-02    5.98e-02      6.95e-02    7.64e-02    1.8e-06
 585400      5.73e+00    1.52e+00      1.99e-01    4.57e-02      1.41e-01    6.39e-02    1.8e-06
 585500      1.45e+00    1.95e+00      3.43e-02    7.17e-02      6.10e-02    8.34e-02    1.8e-06
 585600      1.96e+00    1.23e+00      3.05e-02    7.01e-02      8.47e-02    4.91e-02    1.8e-06
 585700      2.35e+00    2.71e+00      6.59e-02    7.50e-02      1.00e-01    1.16e-01    1.8e-06
 585800      1.45e+00    2.14e+00      2.33e-02    6.09e-02      6.37e-02    9.10e-02    1.8e-06
 585900      1.83e+00    1.63e+00      4.57e-02    4.86e-02      7.74e-02    6.88e-02    1.8e-06
 586000      1.44e+00    1.68e+00      1.76e-02    4.13e-02      6.34e-02    7.21e-02    1.8e-06
 586100      1.94e+00    1.72e+00      4.83e-02    5.35e-02      8.11e-02    7.22e-02    1.8e-06
 586200      1.70e+00    1.22e+00      3.72e-02    1.87e-03      7.26e-02    5.44e-02    1.8e-06
 586300      2.30e+00    1.63e+00      5.11e-02    4.88e-02      9.94e-02    6.86e-02    1.8e-06
 586400      5.59e+00    2.45e+00      2.06e-01    5.03e-02      1.27e-01    1.08e-01    1.8e-06
 586500      5.90e+00    2.07e+00      2.16e-01    7.24e-02      1.43e-01    8.51e-02    1.8e-06
 586600      1.78e+00    1.46e+00      5.35e-02    2.71e-02      7.56e-02    6.28e-02    1.8e-06
 586700      1.82e+00    1.93e+00      7.73e-02    7.61e-02      7.19e-02    7.77e-02    1.8e-06
 586800      2.25e+00    1.83e+00      6.46e-02    7.24e-02      9.52e-02    7.76e-02    1.8e-06
 586900      1.68e+00    1.32e+00      5.28e-02    4.06e-02      7.04e-02    5.57e-02    1.8e-06
 587000      1.59e+00    1.51e+00      3.74e-02    2.81e-02      6.92e-02    6.62e-02    1.8e-06
 587100      1.51e+00    1.40e+00      4.60e-02    1.19e-02      6.27e-02    6.22e-02    1.8e-06
 587200      1.75e+00    1.17e+00      2.20e-02    4.58e-02      7.72e-02    4.74e-02    1.8e-06
 587300      2.20e+00    2.52e+00      2.97e-02    5.74e-03      9.66e-02    1.13e-01    1.8e-06
 587400      1.49e+00    2.30e+00      2.54e-02    7.66e-02      6.52e-02    9.58e-02    1.8e-06
 587500      2.15e+00    2.31e+00      6.27e-02    6.44e-02      9.27e-02    1.01e-01    1.8e-06
 587600      1.90e+00    1.50e+00      5.22e-02    2.67e-02      8.17e-02    6.48e-02    1.8e-06
 587700      2.32e+00    2.25e+00      2.56e-02    2.32e-02      1.03e-01    1.00e-01    1.8e-06
 587800      1.51e+00    2.48e+00      2.55e-02    2.54e-02      6.55e-02    1.10e-01    1.8e-06
 587900      1.96e+00    1.47e+00      3.28e-02    1.63e-03      8.58e-02    6.59e-02    1.8e-06
 588000      1.78e+00    1.25e+00      3.31e-02    1.50e-03      7.65e-02    5.60e-02    1.8e-06
 588100      1.70e+00    2.75e+00      6.02e-02    7.71e-02      7.10e-02    1.17e-01    1.8e-06
 588200      1.95e+00    2.13e+00      5.20e-02    2.24e-02      8.04e-02    9.40e-02    1.8e-06
 588300      2.21e+00    2.37e+00      6.69e-02    6.91e-02      9.31e-02    1.00e-01    1.8e-06
 588400      1.53e+00    1.83e+00      3.29e-02    7.75e-02      6.48e-02    7.23e-02    1.8e-06
 588500      2.31e+00    1.50e+00      5.80e-02    3.23e-03      9.90e-02    6.72e-02    1.8e-06
 588600      2.21e+00    1.36e+00      3.45e-02    4.42e-02      9.67e-02    5.65e-02    1.8e-06
 588700      2.76e+00    2.36e+00      7.43e-02    6.93e-02      1.18e-01    9.96e-02    1.8e-06
 588800      2.14e+00    2.85e+00      6.91e-02    7.97e-02      8.90e-02    1.21e-01    1.8e-06
 588900      1.91e+00    2.10e+00      3.87e-02    2.39e-02      8.32e-02    9.27e-02    1.8e-06
 589000      1.52e+00    1.15e+00      2.58e-02    4.20e-02      6.60e-02    4.70e-02    1.8e-06
 589100      2.03e+00    1.63e+00      5.34e-02    1.89e-03      8.67e-02    7.29e-02    1.8e-06
 589200      1.73e+00    2.76e+00      2.79e-02    8.21e-02      7.55e-02    1.17e-01    1.8e-06
 589300      1.94e+00    2.47e+00      3.98e-02    5.24e-02      8.30e-02    1.09e-01    1.8e-06
 589400      1.90e+00    1.74e+00      7.32e-02    3.10e-02      7.82e-02    7.61e-02    1.8e-06
 589500      1.74e+00    2.27e+00      4.57e-02    2.53e-02      7.42e-02    1.01e-01    1.8e-06
 589600      1.64e+00    2.54e+00      4.21e-02    5.52e-02      7.00e-02    1.12e-01    1.8e-06
 589700      1.67e+00    1.90e+00      5.34e-02    6.95e-02      6.99e-02    7.77e-02    1.8e-06
 589800      1.82e+00    1.77e+00      1.07e-02    7.39e-02      8.07e-02    7.50e-02    1.8e-06
 589900      2.21e+00    1.40e+00      6.79e-02    2.99e-02      9.38e-02    6.07e-02    1.8e-06
 590000      1.62e+00    2.01e+00      4.29e-02    5.97e-02      6.91e-02    8.49e-02    1.8e-06
 590100      2.03e+00    1.75e+00      5.47e-02    4.04e-02      8.68e-02    7.57e-02    1.8e-06
 590200      1.49e+00    2.38e+00      5.02e-02    7.26e-02      6.00e-02    1.00e-01    1.8e-06
 590300      5.93e+00    2.97e+00      2.25e-01    7.65e-02      1.25e-01    1.27e-01    1.8e-06
 590400      1.99e+00    1.39e+00      3.21e-02    2.79e-02      8.39e-02    5.94e-02    1.8e-06
 590500      2.07e+00    2.61e+00      2.88e-02    1.24e-04      9.11e-02    1.17e-01    1.8e-06
 590600      1.64e+00    1.55e+00      3.78e-02    3.22e-02      7.01e-02    6.74e-02    1.8e-06
 590700      2.34e+00    1.34e+00      4.88e-02    3.70e-02      1.01e-01    5.71e-02    1.8e-06
 590800      6.06e+00    2.35e+00      2.15e-01    2.27e-02      1.60e-01    1.05e-01    1.8e-06
 590900      1.96e+00    2.11e+00      4.10e-02    1.90e-02      8.45e-02    9.34e-02    1.8e-06
