#  step      rmse_val    rmse_trn    rmse_e_val  rmse_e_trn    rmse_f_val  rmse_f_trn         lr
# If there is no available reference data, rmse_*_{val,trn} will print nan
 280900      2.23e+00    1.80e+00      3.13e-02    2.06e-02      9.77e-02    7.94e-02    5.6e-05
 281000      1.92e+00    1.67e+00      4.07e-02    8.08e-03      8.34e-02    7.47e-02    5.6e-05
 281100      1.65e+00    2.98e+00      4.75e-02    6.38e-02      6.99e-02    1.30e-01    5.6e-05
 281200      1.97e+00    1.29e+00      5.62e-02    5.37e-03      8.42e-02    5.74e-02    5.6e-05
 281300      1.55e+00    1.56e+00      4.02e-02    5.49e-02      6.70e-02    6.44e-02    5.6e-05
 281400      1.74e+00    2.46e+00      7.98e-02    2.69e-02      6.65e-02    1.09e-01    5.6e-05
 281500      2.07e+00    1.90e+00      2.28e-02    9.62e-03      9.14e-02    8.47e-02    5.6e-05
 281600      1.94e+00    2.00e+00      2.28e-02    6.34e-02      8.51e-02    8.41e-02    5.6e-05
 281700      2.01e+00    2.51e+00      5.33e-02    5.67e-04      8.62e-02    1.12e-01    5.6e-05
 281800      5.15e+00    1.55e+00      1.82e-01    6.44e-02      1.39e-01    6.20e-02    5.6e-05
 281900      6.05e+00    1.42e+00      2.19e-01    1.97e-02      1.53e-01    6.28e-02    5.6e-05
 282000      5.49e+00    1.22e+00      2.04e-01    3.88e-03      1.38e-01    5.45e-02    5.6e-05
 282100      1.37e+00    1.47e+00      2.57e-02    3.21e-02      5.94e-02    6.38e-02    5.6e-05
 282200      2.10e+00    1.39e+00      6.49e-02    3.50e-02      8.94e-02    5.97e-02    5.6e-05
 282300      5.73e+00    2.08e+00      2.15e-01    7.69e-02      1.46e-01    8.55e-02    5.6e-05
 282400      1.82e+00    2.12e+00      5.71e-02    7.57e-02      7.75e-02    9.10e-02    5.6e-05
 282500      1.94e+00    1.59e+00      4.55e-02    2.20e-02      8.33e-02    7.04e-02    5.6e-05
 282600      1.49e+00    1.82e+00      1.82e-02    8.34e-02      6.62e-02    7.05e-02    5.6e-05
 282700      1.55e+00    1.79e+00      4.79e-02    8.68e-02      6.48e-02    6.81e-02    5.6e-05
 282800      2.85e+00    1.94e+00      6.71e-02    6.93e-02      1.23e-01    8.03e-02    5.6e-05
 282900      2.23e+00    2.23e+00      4.26e-02    8.33e-02      9.66e-02    9.53e-02    5.6e-05
 283000      2.00e+00    2.49e+00      4.49e-02    5.64e-02      8.58e-02    1.08e-01    5.6e-05
 283100      1.73e+00    2.16e+00      5.14e-02    5.55e-02      7.13e-02    9.45e-02    5.6e-05
 283200      2.00e+00    1.59e+00      3.72e-02    4.70e-02      8.74e-02    6.75e-02    5.6e-05
 283300      2.07e+00    1.44e+00      2.16e-02    1.26e-02      9.20e-02    6.42e-02    5.6e-05
 283400      2.44e+00    1.43e+00      5.58e-02    4.19e-02      1.05e-01    6.06e-02    5.6e-05
 283500      2.20e+00    1.50e+00      7.56e-02    1.62e-02      9.21e-02    6.64e-02    5.6e-05
 283600      2.58e+00    2.16e+00      7.01e-02    1.88e-02      1.10e-01    9.60e-02    5.6e-05
 283700      1.79e+00    3.02e+00      6.06e-02    7.21e-02      7.40e-02    1.31e-01    5.6e-05
 283800      2.40e+00    1.42e+00      5.91e-02    4.01e-02      1.02e-01    6.05e-02    5.6e-05
 283900      5.47e+00    2.61e+00      2.09e-01    6.80e-02      1.32e-01    1.12e-01    5.6e-05
 284000      2.05e+00    1.82e+00      6.11e-02    1.07e-01      8.46e-02    6.29e-02    5.6e-05
 284100      1.43e+00    1.91e+00      2.60e-02    6.09e-02      6.18e-02    8.03e-02    5.6e-05
 284200      1.83e+00    1.84e+00      6.13e-02    7.53e-02      7.63e-02    7.38e-02    5.6e-05
 284300      2.43e+00    1.49e+00      7.27e-02    2.56e-02      1.04e-01    6.56e-02    5.6e-05
 284400      1.66e+00    1.96e+00      4.72e-02    6.26e-02      7.04e-02    8.24e-02    5.6e-05
 284500      2.17e+00    2.04e+00      6.24e-02    2.81e-02      9.06e-02    9.03e-02    5.6e-05
 284600      2.14e+00    2.10e+00      5.77e-02    7.90e-02      9.13e-02    8.58e-02    5.6e-05
 284700      1.80e+00    2.06e+00      5.63e-02    6.13e-02      7.57e-02    8.74e-02    5.6e-05
 284800      1.75e+00    1.36e+00      3.24e-02    2.34e-03      7.58e-02    6.09e-02    5.6e-05
 284900      1.97e+00    1.56e+00      4.15e-02    2.74e-02      8.46e-02    6.86e-02    5.6e-05
 285000      1.53e+00    1.82e+00      3.63e-02    6.33e-02      6.53e-02    7.52e-02    5.6e-05
 285100      2.06e+00    1.53e+00      2.80e-02    7.42e-02      9.04e-02    6.35e-02    5.6e-05
 285200      2.21e+00    1.71e+00      4.81e-02    9.15e-02      9.52e-02    6.24e-02    5.6e-05
 285300      1.53e+00    2.21e+00      3.42e-02    5.40e-02      6.54e-02    9.53e-02    5.6e-05
 285400      1.61e+00    1.45e+00      1.00e-02    3.30e-02      7.16e-02    6.29e-02    5.6e-05
 285500      1.86e+00    1.52e+00      5.22e-02    7.01e-02      7.84e-02    5.89e-02    5.6e-05
 285600      1.91e+00    1.35e+00      3.68e-02    2.33e-02      8.17e-02    5.95e-02    5.6e-05
 285700      1.45e+00    2.13e+00      5.16e-02    7.50e-02      5.92e-02    8.82e-02    5.6e-05
 285800      2.11e+00    2.36e+00      6.66e-02    1.42e-02      8.93e-02    1.05e-01    5.6e-05
 285900      6.37e+00    2.39e+00      2.57e-01    5.74e-02      1.42e-01    1.05e-01    5.6e-05
 286000      5.93e+00    2.18e+00      2.22e-01    9.88e-02      1.42e-01    9.15e-02    5.6e-05
 286100      1.96e+00    2.02e+00      5.76e-02    9.74e-02      7.87e-02    7.72e-02    5.6e-05
 286200      2.15e+00    1.47e+00      4.41e-02    4.84e-02      9.27e-02    6.17e-02    5.6e-05
 286300      1.66e+00    2.14e+00      5.39e-02    5.33e-02      6.87e-02    9.24e-02    5.6e-05
 286400      1.80e+00    2.32e+00      1.84e-02    6.68e-02      7.98e-02    9.86e-02    5.6e-05
 286500      5.74e+00    2.36e+00      2.09e-01    1.75e-03      1.40e-01    1.06e-01    5.6e-05
 286600      1.82e+00    1.26e+00      5.63e-02    1.39e-02      7.62e-02    5.61e-02    5.6e-05
 286700      2.27e+00    1.35e+00      7.43e-02    1.91e-02      9.40e-02    5.98e-02    5.6e-05
 286800      1.65e+00    1.69e+00      4.20e-02    2.84e-02      7.20e-02    7.43e-02    5.6e-05
 286900      1.79e+00    2.20e+00      5.41e-02    5.20e-02      7.54e-02    9.50e-02    5.6e-05
 287000      1.81e+00    2.12e+00      4.79e-02    6.13e-02      7.75e-02    9.00e-02    5.6e-05
 287100      1.66e+00    2.24e+00      3.96e-02    1.04e-01      7.10e-02    9.35e-02    5.6e-05
 287200      1.82e+00    2.20e+00      8.91e-03    6.48e-02      8.13e-02    9.32e-02    5.6e-05
 287300      1.88e+00    1.42e+00      7.79e-02    2.13e-02      7.77e-02    6.24e-02    5.6e-05
 287400      1.85e+00    2.12e+00      4.19e-02    4.86e-02      7.94e-02    9.17e-02    5.6e-05
 287500      2.46e+00    1.63e+00      6.92e-02    3.41e-02      1.04e-01    7.10e-02    5.6e-05
 287600      1.70e+00    1.86e+00      9.09e-03    5.48e-02      7.55e-02    7.87e-02    5.6e-05
 287700      2.26e+00    1.27e+00      5.57e-02    1.24e-02      9.76e-02    5.65e-02    5.6e-05
 287800      2.52e+00    1.62e+00      5.83e-02    7.43e-03      1.08e-01    7.22e-02    5.6e-05
 287900      1.94e+00    1.27e+00      6.41e-02    3.78e-03      7.71e-02    5.66e-02    5.6e-05
 288000      2.03e+00    1.58e+00      3.68e-02    6.18e-02      8.74e-02    6.38e-02    5.6e-05
 288100      1.80e+00    1.90e+00      5.55e-02    7.80e-02      7.76e-02    8.09e-02    5.6e-05
 288200      2.02e+00    1.60e+00      6.46e-02    4.54e-02      8.56e-02    6.82e-02    5.6e-05
 288300      1.81e+00    1.82e+00      3.46e-02    8.68e-02      7.92e-02    7.00e-02    5.6e-05
 288400      1.64e+00    1.40e+00      3.96e-02    3.36e-02      7.05e-02    6.07e-02    5.6e-05
 288500      1.49e+00    1.49e+00      3.04e-02    1.99e-02      6.52e-02    6.57e-02    5.6e-05
 288600      1.68e+00    2.32e+00      3.17e-02    6.13e-02      7.30e-02    1.01e-01    5.6e-05
 288700      1.79e+00    1.64e+00      4.33e-02    1.35e-02      7.75e-02    7.32e-02    5.6e-05
 288800      1.70e+00    1.45e+00      4.80e-02    1.20e-02      7.21e-02    6.44e-02    5.6e-05
 288900      2.00e+00    1.31e+00      3.13e-02    2.33e-02      8.79e-02    5.76e-02    5.6e-05
 289000      1.50e+00    2.10e+00      4.75e-02    7.11e-02      6.36e-02    9.08e-02    5.6e-05
 289100      1.84e+00    2.71e+00      8.05e-03    7.81e-02      8.20e-02    1.15e-01    5.6e-05
 289200      2.12e+00    1.74e+00      2.62e-02    5.51e-02      9.29e-02    7.32e-02    5.6e-05
 289300      1.83e+00    1.79e+00      5.50e-02    7.96e-02      7.90e-02    7.52e-02    5.6e-05
 289400      1.94e+00    1.81e+00      4.47e-02    6.37e-02      8.14e-02    7.78e-02    5.6e-05
 289500      5.51e+00    1.58e+00      2.10e-01    2.69e-02      1.41e-01    6.94e-02    5.6e-05
 289600      1.83e+00    1.99e+00      1.77e-02    6.80e-02      8.13e-02    8.61e-02    5.6e-05
 289700      2.20e+00    1.73e+00      4.20e-02    7.03e-02      9.53e-02    6.98e-02    5.6e-05
 289800      1.78e+00    2.34e+00      7.21e-02    8.47e-02      7.17e-02    1.01e-01    5.6e-05
 289900      1.68e+00    2.22e+00      1.81e-02    5.59e-02      7.41e-02    9.55e-02    5.6e-05
 290000      1.86e+00    2.38e+00      3.68e-02    8.21e-02      8.13e-02    9.86e-02    5.6e-05
 290100      1.88e+00    1.65e+00      4.45e-02    9.85e-03      8.22e-02    7.36e-02    5.6e-05
 290200      1.65e+00    3.25e+00      7.22e-02    9.12e-02      6.20e-02    1.38e-01    5.6e-05
 290300      1.62e+00    1.53e+00      2.75e-02    5.89e-02      7.11e-02    6.22e-02    5.6e-05
 290400      2.29e+00    2.16e+00      4.02e-02    6.01e-02      9.94e-02    9.23e-02    5.6e-05
 290500      1.72e+00    1.57e+00      4.43e-02    4.63e-02      7.34e-02    6.66e-02    5.6e-05
 290600      2.33e+00    1.68e+00      4.81e-02    4.54e-02      1.01e-01    7.17e-02    5.6e-05
 290700      2.47e+00    1.42e+00      6.34e-02    4.48e-02      1.06e-01    5.95e-02    5.6e-05
 290800      2.49e+00    1.51e+00      7.67e-02    7.33e-03      1.06e-01    6.75e-02    5.6e-05
 290900      1.90e+00    1.51e+00      9.75e-02    3.54e-02      7.01e-02    6.66e-02    5.6e-05
 291000      1.77e+00    1.16e+00      6.04e-02    2.66e-02      7.36e-02    5.02e-02    5.6e-05
 291100      1.98e+00    1.47e+00      7.47e-02    1.42e-02      8.14e-02    6.50e-02    5.6e-05
 291200      1.97e+00    2.35e+00      4.46e-02    6.17e-02      8.45e-02    1.01e-01    5.6e-05
 291300      1.87e+00    1.45e+00      4.10e-02    4.38e-03      8.08e-02    6.48e-02    5.6e-05
 291400      2.48e+00    1.63e+00      3.81e-02    4.12e-03      1.08e-01    7.27e-02    5.6e-05
 291500      2.12e+00    1.45e+00      2.61e-02    2.19e-02      9.26e-02    6.40e-02    5.6e-05
 291600      1.78e+00    2.07e+00      4.79e-02    7.44e-02      7.61e-02    8.55e-02    5.6e-05
 291700      2.06e+00    2.01e+00      3.81e-02    6.37e-02      8.93e-02    8.72e-02    5.6e-05
 291800      2.35e+00    1.66e+00      4.05e-02    7.10e-02      1.03e-01    7.02e-02    5.6e-05
 291900      2.15e+00    2.42e+00      4.39e-02    3.00e-02      9.31e-02    1.07e-01    5.6e-05
 292000      2.46e+00    1.28e+00      3.14e-02    5.79e-03      1.08e-01    5.71e-02    5.6e-05
 292100      6.06e+00    1.34e+00      2.27e-01    4.57e-02      1.49e-01    5.55e-02    5.6e-05
 292200      2.29e+00    1.96e+00      2.68e-02    4.82e-02      1.01e-01    8.46e-02    5.6e-05
 292300      2.22e+00    2.37e+00      4.86e-02    5.50e-03      9.56e-02    1.06e-01    5.6e-05
 292400      1.60e+00    1.43e+00      3.39e-02    4.66e-02      6.86e-02    5.99e-02    5.6e-05
 292500      1.72e+00    1.59e+00      5.39e-02    2.37e-02      7.30e-02    7.00e-02    5.6e-05
 292600      1.56e+00    3.00e+00      4.94e-02    8.41e-02      6.47e-02    1.28e-01    5.6e-05
 292700      2.18e+00    1.92e+00      1.23e-01    2.48e-02      7.66e-02    8.53e-02    5.6e-05
 292800      2.33e+00    2.09e+00      5.39e-02    4.84e-02      1.01e-01    9.06e-02    5.6e-05
 292900      2.09e+00    1.99e+00      6.56e-02    3.89e-02      8.68e-02    8.70e-02    5.6e-05
 293000      1.74e+00    2.21e+00      5.61e-02    8.53e-02      7.24e-02    9.42e-02    5.6e-05
 293100      1.73e+00    1.80e+00      5.33e-02    5.77e-02      7.26e-02    7.54e-02    5.6e-05
 293200      5.62e+00    1.35e+00      2.12e-01    4.06e-02      1.31e-01    5.72e-02    5.6e-05
 293300      2.12e+00    1.89e+00      5.50e-02    5.81e-02      9.07e-02    7.97e-02    5.6e-05
 293400      2.21e+00    1.74e+00      4.74e-02    4.83e-02      9.46e-02    7.14e-02    5.6e-05
 293500      2.32e+00    1.47e+00      5.52e-02    3.18e-02      9.91e-02    6.37e-02    5.6e-05
 293600      1.65e+00    1.41e+00      4.08e-02    8.99e-03      7.12e-02    6.31e-02    5.6e-05
 293700      1.80e+00    2.04e+00      5.91e-02    1.64e-02      7.09e-02    9.08e-02    5.6e-05
 293800      2.61e+00    2.65e+00      4.47e-02    6.38e-02      1.14e-01    1.14e-01    5.6e-05
 293900      2.57e+00    1.29e+00      4.85e-02    2.23e-02      1.12e-01    5.68e-02    5.6e-05
 294000      1.85e+00    1.45e+00      2.86e-02    2.13e-02      8.10e-02    6.39e-02    5.6e-05
 294100      5.87e+00    2.23e+00      2.12e-01    7.29e-02      1.52e-01    9.31e-02    5.6e-05
 294200      1.91e+00    2.03e+00      4.43e-02    6.27e-02      8.19e-02    8.57e-02    5.6e-05
 294300      2.12e+00    1.77e+00      2.31e-02    6.56e-02      9.33e-02    7.26e-02    5.6e-05
 294400      2.18e+00    2.00e+00      3.51e-02    3.22e-02      9.59e-02    8.70e-02    5.6e-05
 294500      1.73e+00    2.46e+00      7.53e-02    3.82e-02      6.98e-02    1.08e-01    5.6e-05
 294600      2.26e+00    1.50e+00      4.22e-02    3.79e-02      9.81e-02    6.43e-02    5.6e-05
 294700      2.33e+00    1.84e+00      5.00e-02    7.73e-02      1.02e-01    7.32e-02    5.6e-05
 294800      1.82e+00    2.11e+00      3.33e-02    7.18e-02      7.89e-02    8.79e-02    5.6e-05
 294900      1.90e+00    1.55e+00      3.27e-02    1.74e-02      8.33e-02    6.86e-02    5.6e-05
 295000      1.73e+00    1.89e+00      3.17e-02    7.72e-02      7.51e-02    8.02e-02    5.6e-05
 295100      2.00e+00    2.18e+00      3.08e-02    7.93e-02      8.75e-02    9.34e-02    5.6e-05
 295200      1.96e+00    2.28e+00      4.71e-02    3.61e-02      8.37e-02    9.96e-02    5.6e-05
 295300      2.03e+00    3.23e+00      5.35e-02    8.89e-02      8.61e-02    1.38e-01    5.6e-05
 295400      2.18e+00    1.33e+00      6.54e-02    2.46e-02      9.20e-02    5.82e-02    5.6e-05
 295500      5.98e+00    1.47e+00      2.11e-01    1.54e-02      1.64e-01    6.55e-02    5.6e-05
 295600      5.86e+00    1.56e+00      2.32e-01    8.49e-03      1.23e-01    6.96e-02    5.6e-05
 295700      1.58e+00    2.12e+00      4.56e-02    7.13e-02      6.67e-02    8.83e-02    5.6e-05
 295800      2.19e+00    1.89e+00      5.37e-02    6.75e-02      9.43e-02    8.12e-02    5.6e-05
 295900      1.77e+00    2.16e+00      5.11e-02    6.23e-02      7.42e-02    9.18e-02    5.6e-05
 296000      5.77e+00    2.36e+00      2.15e-01    8.51e-02      1.31e-01    9.73e-02    5.6e-05
 296100      2.03e+00    2.10e+00      1.81e-02    1.74e-02      9.00e-02    9.33e-02    5.6e-05
 296200      2.17e+00    3.41e+00      5.24e-02    5.74e-02      9.18e-02    1.50e-01    5.6e-05
 296300      1.83e+00    2.35e+00      5.03e-02    6.49e-02      7.83e-02    1.03e-01    5.6e-05
 296400      2.41e+00    1.65e+00      7.23e-02    8.61e-02      1.02e-01    6.10e-02    5.6e-05
 296500      1.71e+00    1.62e+00      6.05e-02    5.55e-03      7.04e-02    7.26e-02    5.6e-05
 296600      5.54e+00    1.60e+00      2.19e-01    1.58e-02      1.23e-01    7.11e-02    5.6e-05
 296700      2.11e+00    1.24e+00      4.18e-02    1.95e-02      9.13e-02    5.47e-02    5.6e-05
 296800      2.39e+00    1.39e+00      7.08e-02    1.36e-02      1.01e-01    6.19e-02    5.6e-05
 296900      1.90e+00    1.86e+00      3.29e-02    1.02e-01      8.14e-02    7.56e-02    5.6e-05
 297000      2.32e+00    1.44e+00      6.81e-02    4.28e-02      9.78e-02    6.09e-02    5.6e-05
 297100      1.94e+00    1.61e+00      5.98e-02    5.64e-02      8.17e-02    6.67e-02    5.6e-05
 297200      2.03e+00    1.49e+00      7.12e-02    4.50e-04      8.34e-02    6.67e-02    5.6e-05
 297300      2.09e+00    1.92e+00      4.69e-02    2.12e-02      9.10e-02    8.47e-02    5.6e-05
 297400      1.49e+00    1.55e+00      2.65e-02    6.18e-04      6.31e-02    6.93e-02    5.6e-05
 297500      2.45e+00    2.43e+00      5.03e-02    5.95e-02      1.07e-01    1.07e-01    5.6e-05
 297600      2.01e+00    3.25e+00      1.07e-01    4.80e-02      7.01e-02    1.43e-01    5.6e-05
 297700      1.98e+00    1.51e+00      7.00e-02    4.82e-02      8.24e-02    6.36e-02    5.6e-05
 297800      1.69e+00    2.16e+00      5.20e-02    9.62e-02      7.02e-02    8.47e-02    5.6e-05
 297900      1.98e+00    2.00e+00      2.40e-02    5.43e-02      8.75e-02    8.54e-02    5.6e-05
 298000      5.54e+00    1.74e+00      2.09e-01    7.74e-02      1.45e-01    7.32e-02    5.6e-05
 298100      2.05e+00    1.83e+00      8.18e-02    7.30e-04      8.07e-02    8.18e-02    5.6e-05
 298200      2.52e+00    3.32e+00      8.63e-02    9.65e-02      1.05e-01    1.41e-01    5.6e-05
 298300      6.03e+00    1.49e+00      2.17e-01    5.51e-02      1.66e-01    6.12e-02    5.6e-05
 298400      1.48e+00    1.58e+00      1.70e-02    1.99e-02      6.51e-02    6.97e-02    5.6e-05
 298500      1.40e+00    2.20e+00      3.87e-02    6.54e-02      5.97e-02    9.56e-02    5.6e-05
 298600      1.63e+00    1.39e+00      5.87e-02    6.26e-03      6.67e-02    6.22e-02    5.6e-05
 298700      1.85e+00    2.82e+00      4.39e-02    7.16e-02      7.92e-02    1.21e-01    5.6e-05
 298800      2.08e+00    2.04e+00      6.41e-02    5.94e-02      8.92e-02    8.65e-02    5.6e-05
 298900      2.57e+00    1.37e+00      3.37e-02    3.28e-02      1.13e-01    5.90e-02    5.6e-05
 299000      6.09e+00    2.55e+00      2.27e-01    8.05e-02      1.52e-01    1.07e-01    5.6e-05
 299100      1.66e+00    1.48e+00      5.59e-02    2.34e-02      7.10e-02    6.43e-02    5.6e-05
 299200      1.84e+00    1.49e+00      2.32e-02    2.44e-02      8.06e-02    6.49e-02    5.6e-05
 299300      2.29e+00    2.20e+00      4.87e-02    6.60e-02      9.92e-02    9.31e-02    5.6e-05
 299400      2.98e+00    1.54e+00      7.30e-02    2.00e-03      1.28e-01    6.87e-02    5.6e-05
 299500      1.89e+00    2.94e+00      4.36e-02    7.41e-02      8.17e-02    1.27e-01    5.6e-05
 299600      2.15e+00    2.14e+00      6.93e-02    6.38e-02      9.10e-02    9.05e-02    5.6e-05
 299700      1.81e+00    2.05e+00      5.07e-02    1.10e-01      7.63e-02    7.46e-02    5.6e-05
 299800      1.58e+00    1.49e+00      2.54e-02    8.89e-03      6.96e-02    6.63e-02    5.6e-05
 299900      1.91e+00    2.15e+00      1.89e-02    5.56e-02      8.43e-02    9.22e-02    5.6e-05
 300000      2.27e+00    1.78e+00      1.09e-01    2.63e-02      9.41e-02    7.87e-02    3.2e-05
 300100      1.87e+00    2.47e+00      4.41e-02    8.75e-02      8.07e-02    1.06e-01    3.2e-05
 300200      2.58e+00    1.87e+00      4.96e-02    8.77e-02      1.13e-01    7.80e-02    3.2e-05
 300300      2.49e+00    2.14e+00      8.64e-02    4.75e-02      1.00e-01    9.06e-02    3.2e-05
 300400      1.74e+00    1.63e+00      2.42e-02    1.22e-02      7.58e-02    7.26e-02    3.2e-05
 300500      1.77e+00    1.50e+00      4.92e-02    4.59e-02      7.39e-02    6.32e-02    3.2e-05
 300600      1.66e+00    1.64e+00      3.04e-02    7.51e-02      7.19e-02    6.33e-02    3.2e-05
 300700      2.23e+00    2.32e+00      4.49e-02    7.22e-02      9.74e-02    9.76e-02    3.2e-05
 300800      1.38e+00    2.11e+00      2.66e-02    8.47e-02      6.03e-02    8.97e-02    3.2e-05
 300900      2.43e+00    1.52e+00      5.62e-02    2.53e-02      1.04e-01    6.69e-02    3.2e-05
 301000      1.86e+00    1.85e+00      6.02e-02    6.74e-02      7.77e-02    7.60e-02    3.2e-05
 301100      2.15e+00    2.13e+00      5.34e-02    1.39e-03      9.17e-02    9.55e-02    3.2e-05
 301200      1.90e+00    1.45e+00      6.18e-02    4.99e-02      7.90e-02    5.99e-02    3.2e-05
 301300      2.10e+00    2.15e+00      5.43e-02    7.32e-02      9.01e-02    9.28e-02    3.2e-05
 301400      2.41e+00    1.66e+00      7.56e-02    4.62e-02      1.00e-01    7.07e-02    3.2e-05
 301500      2.04e+00    2.13e+00      5.97e-02    6.79e-02      8.43e-02    8.94e-02    3.2e-05
 301600      1.37e+00    2.35e+00      3.86e-02    7.37e-02      5.81e-02    9.86e-02    3.2e-05
 301700      2.20e+00    1.94e+00      4.01e-02    6.33e-02      9.57e-02    8.10e-02    3.2e-05
 301800      5.60e+00    2.01e+00      2.10e-01    1.01e-01      1.43e-01    7.53e-02    3.2e-05
 301900      1.78e+00    3.13e+00      3.67e-02    7.77e-02      7.71e-02    1.35e-01    3.2e-05
 302000      2.08e+00    2.20e+00      3.58e-02    1.01e-01      9.14e-02    8.49e-02    3.2e-05
 302100      1.63e+00    1.79e+00      3.23e-02    1.67e-02      7.04e-02    7.91e-02    3.2e-05
 302200      1.80e+00    1.30e+00      4.80e-02    7.84e-04      7.53e-02    5.80e-02    3.2e-05
 302300      2.11e+00    1.37e+00      1.84e-02    2.52e-02      9.31e-02    6.01e-02    3.2e-05
 302400      2.11e+00    1.34e+00      6.16e-02    6.31e-02      8.66e-02    5.57e-02    3.2e-05
 302500      1.68e+00    1.51e+00      4.88e-02    2.72e-02      7.13e-02    6.60e-02    3.2e-05
 302600      1.80e+00    1.26e+00      4.92e-02    5.26e-03      7.63e-02    5.62e-02    3.2e-05
 302700      2.09e+00    1.30e+00      4.02e-02    1.44e-02      9.10e-02    5.79e-02    3.2e-05
 302800      2.04e+00    1.71e+00      5.02e-02    9.59e-02      8.53e-02    6.06e-02    3.2e-05
 302900      5.69e+00    1.63e+00      2.08e-01    7.64e-02      1.42e-01    6.27e-02    3.2e-05
 303000      2.02e+00    2.13e+00      6.43e-02    8.32e-02      8.54e-02    8.60e-02    3.2e-05
 303100      1.78e+00    1.60e+00      4.20e-02    6.28e-02      7.60e-02    6.48e-02    3.2e-05
 303200      2.08e+00    1.84e+00      2.98e-02    6.35e-02      9.07e-02    7.64e-02    3.2e-05
 303300      1.90e+00    1.58e+00      5.23e-02    6.02e-03      7.98e-02    7.07e-02    3.2e-05
 303400      1.80e+00    1.81e+00      2.67e-02    8.11e-02      7.88e-02    7.04e-02    3.2e-05
 303500      5.84e+00    1.76e+00      2.32e-01    8.50e-02      1.33e-01    6.67e-02    3.2e-05
 303600      1.67e+00    1.92e+00      5.60e-02    4.92e-02      6.88e-02    8.24e-02    3.2e-05
 303700      2.50e+00    1.63e+00      8.59e-02    6.49e-02      1.01e-01    6.94e-02    3.2e-05
 303800      2.11e+00    1.63e+00      7.55e-02    1.36e-03      8.90e-02    7.30e-02    3.2e-05
 303900      2.16e+00    1.90e+00      3.35e-02    9.75e-02      9.51e-02    7.05e-02    3.2e-05
 304000      1.65e+00    2.81e+00      2.73e-02    2.50e-02      7.21e-02    1.25e-01    3.2e-05
 304100      1.37e+00    2.01e+00      2.98e-02    9.88e-02      5.86e-02    8.32e-02    3.2e-05
 304200      1.77e+00    2.18e+00      5.02e-02    9.52e-03      7.46e-02    9.72e-02    3.2e-05
 304300      1.83e+00    1.80e+00      5.44e-02    6.58e-03      7.74e-02    8.05e-02    3.2e-05
 304400      1.93e+00    2.24e+00      4.28e-02    2.64e-02      8.36e-02    9.89e-02    3.2e-05
 304500      1.58e+00    1.57e+00      3.00e-02    4.43e-02      6.88e-02    6.70e-02    3.2e-05
 304600      1.65e+00    1.69e+00      1.77e-02    2.63e-02      7.29e-02    7.44e-02    3.2e-05
 304700      2.43e+00    1.62e+00      4.37e-02    2.03e-02      1.06e-01    7.16e-02    3.2e-05
 304800      1.86e+00    2.76e+00      3.81e-02    8.43e-02      8.06e-02    1.17e-01    3.2e-05
 304900      1.64e+00    2.14e+00      4.64e-02    6.80e-02      6.95e-02    8.99e-02    3.2e-05
 305000      1.96e+00    2.33e+00      7.52e-02    6.59e-02      8.06e-02    9.91e-02    3.2e-05
 305100      2.29e+00    1.76e+00      3.51e-02    3.35e-02      9.89e-02    7.69e-02    3.2e-05
 305200      1.78e+00    1.49e+00      5.31e-02    2.90e-02      7.45e-02    6.52e-02    3.2e-05
 305300      1.91e+00    1.40e+00      2.38e-02    3.81e-02      8.41e-02    6.00e-02    3.2e-05
 305400      1.80e+00    2.46e+00      5.84e-02    6.54e-02      7.47e-02    1.05e-01    3.2e-05
 305500      2.15e+00    2.19e+00      2.97e-02    6.84e-02      9.44e-02    9.19e-02    3.2e-05
 305600      1.89e+00    2.47e+00      3.51e-02    7.55e-03      8.08e-02    1.10e-01    3.2e-05
 305700      1.87e+00    1.92e+00      5.09e-02    4.96e-02      7.98e-02    8.25e-02    3.2e-05
 305800      2.13e+00    1.64e+00      4.50e-02    2.64e-02      9.14e-02    7.14e-02    3.2e-05
 305900      1.54e+00    2.47e+00      2.90e-02    7.16e-02      6.55e-02    1.08e-01    3.2e-05
 306000      1.43e+00    1.61e+00      3.22e-02    2.41e-02      6.18e-02    7.03e-02    3.2e-05
 306100      2.45e+00    2.36e+00      7.52e-02    2.84e-02      1.01e-01    1.05e-01    3.2e-05
 306200      1.54e+00    1.46e+00      2.35e-02    3.35e-02      6.75e-02    6.30e-02    3.2e-05
 306300      1.80e+00    2.22e+00      5.16e-02    5.77e-02      7.69e-02    9.54e-02    3.2e-05
 306400      1.76e+00    1.52e+00      5.96e-02    2.04e-02      7.21e-02    6.65e-02    3.2e-05
 306500      2.38e+00    1.40e+00      1.08e-01    3.92e-02      9.00e-02    5.95e-02    3.2e-05
 306600      2.19e+00    1.40e+00      3.80e-02    3.69e-02      9.57e-02    5.99e-02    3.2e-05
 306700      1.91e+00    2.81e+00      2.90e-02    7.79e-02      8.27e-02    1.20e-01    3.2e-05
 306800      2.32e+00    2.25e+00      6.07e-02    6.80e-02      9.98e-02    9.77e-02    3.2e-05
 306900      1.94e+00    1.62e+00      6.18e-02    4.51e-03      8.14e-02    7.23e-02    3.2e-05
 307000      2.38e+00    1.88e+00      4.44e-02    5.80e-02      1.04e-01    7.94e-02    3.2e-05
